ID;Coordenacao;Associacao;Municipio;Interessado;Valor;Objeto;Modalidade;Status;Observacoes;Numero Emenda;SGPE;Data da publicacao;Data do PGTO/Troca;Observacoes da publicacao;Forma de transferencia
409;AMESC;AMESC;JACINTO MACHADO;VANUSA;R$ 500.000,00;Pavimentação de Trecho da Estrada Geral Arizona;TEV 26 5mi GOV;EM ANÁLISE;;;SCC 20813/2025;;;;
408;ALTO VALE;AMAVI;ITUPORANGA;GEISON KURTZ;R$ 200.000,00;Implementos agrícolas;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;SCC 2871/2026;;;;
407;ALTO VALE;AMAVI;ITUPORANGA;LEANDRO MAY;R$ 200.000,00;Insumos para Infraestrutura;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;SCC 2869/2026;;;;
406;ALTO VALE;AMAVI;ITUPORANGA;LEANDRO MAY;R$ 635.000,00;Pavimentação de Ruas no Perímetro Urbano;TEV 26 5mi GOV;PUBLICADO;;;SCC 20111/2025;;;;
405;ALTO VALE;AMAVI;ITUPORANGA;LEANDRO MAY;R$ 365.000,00;Pavimentação em concreto da Serra de Chapadão Santana;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20109/2025;;;;
403;AMUREL;AMUREL;IMBITUBA;ELISIO SGROTT;R$ 300.000,00;Pavimentação da D.S. Rua Evaristo Lima, no bairro Campo D'aviação;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;SCC 3745/2026;;;;
402;AMUREL;AMUREL;IMARUÍ;SIMONE JOAO MACIEL;R$ 200.000,00;Aquisição de Véiculo Caminhão para a Secretaria de Infraestrutura;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 19934/2025;;;;
401;MEIO-OESTE;AMMOC;HERVAL D'OESTE;DUDU;R$ 300.000,00;Pavimentação da Rua João Cassimiro da Silva;TEV 26 5.8mi JG;AGUARDANDO PORTARIA;;;SCC 20672/2025;;;;
400;MEIO-OESTE;AMMOC;CAPINZAL;JAIRO;R$ 450.000,00;Pavimentação de parte da Rua Pica-Pau, localizada no Loteamento Recanto dos Pássaros;TEV 26 5mi GOV;PUBLICADO;;;SCC 19987/2025;;;;
399;ALTO VALE;AMAVI;AGRONÔMICA;EDENIR;R$ 200.000,00;Revitalização do Centro de Eventos Roberto Westphal, Rua 7 de Setembro, bairro Mosquito;TEV 26 5mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 19944/2025;;;;
398;ALTO VALE;AMAVI;WITMARSUM;PAULI;R$ 200.000,00;Aquisição de insumos para a pavimentação de 300 m da Serra do Sertãozinho;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20798/2025;;;;
397;ALTO VALE;AMAVI;VIDAL RAMOS;MARLON SOUZA;R$ 100.000,00;Aquisição de insumos para pavimentação em concreto de 200m da estrada vicinal na Comunidade de Flamenguinho;TEV 25 10.3 mi GOV;PAGO;;;SCC 20419/2025;;;;
396;AMUREL;AMUREL;TUBARÃO;BARBA;R$ 742.830,00;Aquisição de materiais para pavimentação e drenagem de vias no município;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20851/2025;;;;
395;AMUREL;AMUREL;TUBARÃO;BARBA;R$ 557.170,00;Pavimentação de vias no município;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20850/2025;;;;
394;MEIO-OESTE;AMMOC;TREZE TÍLIAS;CUCO;R$ 200.000,00;Aquisição de placas de sinalização turística para a Secretaria Municipal de Turismo;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20145/2025;;;;
393;PLANALTO NORTE;AMPLANORTE;TRÊS BARRAS;RILDO;R$ 500.000,00;Pavimentação da rua Adão Santarém no Distrito de São Cristóvão;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20107/2025;;;;
392;AMESC;AMESC;TIMBÉ DO SUL;EDMILSON MONDARDO;R$ 100.000,00;ILUMINAÇÃO PORTAL DA CIDADE;TEV 25 10.3 mi GOV;PUBLICADO;;;SCC 20247/2025;;;;
391;LITORAL NORTE;GRANFPOLIS;SÃO PEDRO DE ALCÂNTARA;SEC RAFAEL;R$ 100.000,00;Aquisição de um veículo utilitário para uso da Secretaria Municipal de Administração;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 19954/2025;;;;
390;AMUREL;AMUREL;SÃO MARTINHO;CASCÃO;R$ 200.000,00;Aquisição de uma Retro Escavadeira 4 x 4, para Secretaria de Transporte e Obras;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 19927/2025;;;;
389;OESTE;AMAI;SÃO DOMINGOS;BATATA;R$ 150.000,00;Custeio de atividades da secretaria municipal de urbanismo do Município;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20589/2025;;;;
388;OESTE;AMAI;SÃO DOMINGOS;GUSTAVO VALGOI;R$ 150.000,00;Reforma, Ampliação e Modernização do Parque Infantil da Praça Germano Griss;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20046/2025;;;;
387;LITORAL NORTE;GRANFPOLIS;SÃO BONIFÁCIO;GRAZI VANROO;R$ 250.000,00;Aquisição de Van para o Esporte;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 19959/2025;;;;
386;AMUREL;AMUREL;SANGÃO;CASTILHO;R$ 850.000,00;Pavimentação com lajotas de concreto em diversas vias do município: Rua das Palmeiras, Rua Angelo Felisberto Trecho II, Rua Odocia Goulart Savalaio, Rua Zulmira Garcia Patrício, Rua Aberlardo Virgínio, Rua Pedra Machado, Rua Gumercindo Goulart, Rua Débora Marta Valigura, Rua Altemir Domingos, Rua Projetada nº 47, Rua Lígia da Luz Dias, Rua Projetada.;TEV 25 10.3 mi GOV;EM ANÁLISE;;;SCC 20132/2025;;;;
385;MEIO-OESTE;AMARP;SALTO VELOSO;TAINARA;R$ 100.000,00;Aquisição de 01 Carreta Agrícola Basculante 6T e 01 Distribuidor de Dejetos com capacidade de 6.000 litros;TEV 25 10.3 mi GOV;EM ANÁLISE;;;SCC 20128/2025;;;;
384;ALTO VALE;AMAVI;RIO DO CAMPO;FABRICIO CAPSTRANO;R$ 200.000,00;Apoio financeiro para manutenção de estradas vicinais;TEV 25 10.3 mi GOV;EM ANÁLISE;;;SCC 20106/2025;;;;
383;AMESC;AMESC;PRAIA GRANDE;MARQUINHOS;R$ 200.000,00;Aquisição de Medicamentos para Secretaria Municipal de Saúde;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20020/2025;;;;
382;AMUREL;AMUREL;PEDRAS GRANDES;LEXO;R$ 300.000,00;Pavimentação de Trecho da Estrada Geral Rio Coral;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20094/2025;;;;
381;MEIO-OESTE;AMARP/AMMOC/AMAUC;OURO;SERGIO DURIGON;R$ 150.000,00;Aquisição de 4 Distribuidores de Adubo Orgânico Liquido para atendimento das demandas da Sec. de Agricultura;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20223/2025;;;;
380;AMREC;AMREC;ORLEANS;VÁ CRUZETTA;R$ 400.000,00;Recuperação Asfáltica da Rua Januário Mazon;TEV 25 10.3 mi GOV;PAGO;;;SCC 20096/2025;;;;
379;AMREC;AMREC;ORLEANS;FERNANDO CRUZETTA;R$ 500.000,00;Pavimentação da Estrada Geral Taipa;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20097/2025;;;;
378;AMREC;AMREC;NOVA VENEZA;ANGELA;R$ 400.000,00;Pavimentação da Rua José Lino Junkes, na Comunidade de São Bonifácio, distrito de São Bento Baixo;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20666/2025;;;;
377;AMREC;AMREC;MORRO DA FUMAÇA;EDUARDO GUOLLO;R$ 500.000,00;SOLICITADO TROCA -> Apoio financeiro através de custeio da Secretaria Municipal de Saúde (Era Construção de Praça Coberta localizada no centro);TEV 25 10.3 mi GOV;EM ANÁLISE;;;SCC 20108/2025;;;;
376;OESTE;AMERIOS;MARAVILHA;VINICIUS;R$ 150.000,00;Execução de obras de infraestrutura voltadas ao esporte, revitalização e adequação de áreas esportivas públicas, como quadras, ginásios e campos.;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20671/2025;;;;
375;AMREC;AMREC;LAURO MÜLLER;CELINHO;R$ 400.000,00;Pavimentação Asfáltica da Rua Dionísio Adriano, bairro Mina Nova;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20098/2025;;;;
374;AMUREL;AMUREL;IMARUÍ;DILNEI;R$ 100.000,00;Pavimentação do trecho final da rodovia IMA 451, na localidade do Rio Prainha;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 19935/2025;;;;
373;AMUREL;AMUREL;GRÃO-PARÁ;HELINHO;R$ 450.000,00;Aquisição de Caminhão Caçamba para a Secretaria Municipal de Obras;TEV 25 10.3 mi GOV;PUBLICADO;;;SCC 19983/2025;;;;
372;AMUREL;AMUREL;CAPIVARI DE BAIXO;SIMONE FILHA DO LECA;R$ 300.000,00;Pavimentação da Rua Maria de Fátima da Costa, Bairro Santa Lúcia;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20135/2025;;;;
371;AMUREL;AMUREL;CAPIVARI DE BAIXO;ZICO;R$ 250.000,00;Apoio Financeiro para Melhorias e Revitalização da Praça no Bairro Paraiso;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20134/2025;;;;
370;AMUREL;AMUREL;CAPIVARI DE BAIXO;ZICO;R$ 300.000,00;Aquisição de Veiculo Transporte Passageiros Departamento de Esporte;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20133/2025;;;;
369;AMUREL;AMUREL;BRAÇO DO NORTE;TIMECA;R$ 450.000,00;Contração de Horas Máquinas para Execução de Serviços de Terraplanagem em Vias;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20710/2025;;;;
368;LITORAL NORTE;AMVE;BENEDITO NOVO;JEAN;R$ 200.000,00;Pavimentação da Rua Karl Blaese – Ribeirão dos Russos Ribeirão Treze - obra em andamento;TEV 25 10.3 mi GOV;PUBLICADO;;;SCC 19929/2025;;;;
366;LITORAL NORTE;GRANFPOLIS;ANTÔNIO CARLOS;PIO;R$ 450.000,00;TROCA DE OBJETO - Pavimentação e Sinalização da Servidão dos Kuhn. (antes era para Rua Domingos Manoel Rocha);TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20087/2025;;;;
365;MEIO-OESTE;AMMOC;ÁGUA DOCE;JORGE HASLINGER;R$ 100.000,00;Aquisição de máquinas, equipamentos e implementos agrícolas;TEV 25 10.3 mi GOV;AGUARDANDO DOCUMENTAÇÃO;;;SCC 20034/2025;;;;
364;ALTO VALE;AMAVI;VIDAL RAMOS;ZENAIDE;R$ 150.000,00;Verificar com Deputado a Troca - (problemas na relação) Recurso para aquisição de implementos agrícolas para atender às demandas dos produtores rurais;IMPOSITIVA 2025;PAGO;;;;;;;
363;AMREC;AMREC;URUSSANGA;CAMILA;R$ 150.000,00;Recurso para implantar programa de hidroginástica destinado a pacientes com indicação médica;IMPOSITIVA 2025;PUBLICADO;;;;;;;
362;SERRA;AMURES;URUBICI;JOSI MENEGAZ;R$ 100.000,00;Recurso para infraestrutura hídrica e projeto de lazer da Associação de Moradores de São Pedro e São José;IMPOSITIVA 2025;AGUARDANDO DOCUMENTAÇÃO;;;SCC 1869/2026;;;;
361;AMUREL;AMUREL;TUBARÃO;PROF MAURICIO;R$ 100.000,00;SOLICITADO TROCA -> JOANA DE ANGELIS - construção de área coberta na sede da Fundação Educacional Joana de Angelis (ERA CONSTRUÇÃO DE ÁREA COBERTA NO CENTRO EDUCACIONAL SANTO AFONSO);IMPOSITIVA 2025;SOLICITADO TROCA;;;SCC 1861/2026;;;;
360;AMUREL;AMUREL;TUBARÃO;KELLY BONELLI (SIGMA PARK);R$ 100.000,00;Custeio para desenvolvimento de atividades de fim social em tecnologia;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1874/2026;;;;
359;AMUREL;AMUREL;TUBARÃO;MARIA NILTA;R$ 100.000,00;COMBEMTU -para o custeio das atividades e consequentemente, para prosseguirmos impactando no desenvolvimento social da comunidade;IMPOSITIVA 2025;AGUARDANDO DOCUMENTAÇÃO;;;SCC 1875/2026;;;;
358;AMUREL;AMUREL;TUBARÃO;ROSIMERI GALVANI;R$ 100.000,00;REDE FEMININA - Recursos para custear atividades, manter serviços, adquirir materiais e ampliar ações de prevenção;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1876/2026;;;;
357;AMUREL;AMUREL;TUBARÃO;HOSPITAL NOSSA SENHORA DA CONCEIÇÃO;R$ 300.000,00;Recursos para ampliar e qualificar os atendimentos SUS no município e região;IMPOSITIVA 2025;PAGO;;;SCC 1877/2026;;;;
356;AMUREL;AMUREL;TUBARÃO;JULIO KNOLL;R$ 100.000,00;REFORMA DO TELHADO DA ASSOCIAÇÃO CASA DOS ROTARIANOS DE TUBARÃO;IMPOSITIVA 2025;AGUARDANDO DOCUMENTAÇÃO;;;SCC 1879/2026;;;;
355;ALTO VALE;AMAVI;TROMBUDO CENTRAL;MARLON GOEDE;R$ 500.000,00;Recurso para construção de uma nova Creche Municipal em Trombudo Central;IMPOSITIVA 2025;PAGO;;;;;;;
354;AMUREL;AMUREL;TREZE DE MAIO;CELINHO;R$ 100.000,00;Recuso para aquisição de drone agrícola para atender às necessidades do Município;IMPOSITIVA 2025;PAGO;;;;;;;
353;AMUREL;AMUREL;TREZE DE MAIO;SUPLENTE CARLOS;R$ 100.000,00;Recurso para projeto social que promove inclusão e desenvolvimento cultural e esportivo na comunidade;IMPOSITIVA 2025;PAGO;;;;;;;
352;AMUREL;AMUREL;TREZE DE MAIO;XELA;R$ 700.000,00;Recursos para ampliar e qualificar os atendimentos SUS no município e região;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1882/2026;;;;
351;AMREC;AMREC;TREVISO;NEI BUOGO;R$ 300.000,00;Recurso para pavimentar a Rua João Buogo, acesso à Igreja Nossa Senhora dos Campos;IMPOSITIVA 2025;PAGO;;;;;;;
350;AMREC;AMREC;TREVISO;LU POSSOLI;R$ 100.000,00;IMPLANTAÇÃO DE SALAS SENSORIAIS NA REDE DE ENSINO;IMPOSITIVA 2025;PAGO;;;;;;;
349;PLANALTO NORTE;AMPLANORTE;TRÊS BARRAS;RILDO;R$ 500.000,00;Obras de revitalização da Rua Vereador Ricardo de Oliveira, Bairro Jardim Zilda Pacheco;IMPOSITIVA 2025;PAGO;;;;;;;
348;AMESC;AMESC;TIMBÉ DO SUL;ADELINO;R$ 500.000,00;Recurso para pavimentação asfáltica com fornecimento de materiais em trecho da TBS 255 em Figueira Alessio;IMPOSITIVA 2025;PAGO;;;;;;;
347;AMESC;AMESC;TIMBÉ DO SUL;SCHANA;R$ 150.000,00;Recurso para adquirir laboratórios e equipamentos para a Escola Frei Modesto e EJA Jussânia Búrigo;IMPOSITIVA 2025;PAGO;;;;;;;
346;AMESC;AMESC;TIMBÉ DO SUL;JARDEL MANENTI;R$ 150.000,00;Pavimentação asfáltica de vias nos municipios;IMPOSITIVA 2025;PAGO;;;;;;;
345;AMUREL;AMUREL;SÃO MARTINHO;CASCÃO;R$ 150.000,00;COMPRA VEÍCULO SPIN PARA APAE - Adquirir um veículo com cepacidade para sete (07) pessoas;IMPOSITIVA 2025;AGUARDANDO DOCUMENTAÇÃO;;;SCC 1860/2026;;;;
344;AMESC;AMESC;SÃO JOÃO DO SUL;FILIPE FARINHA;R$ 250.000,00;Aquisição de insumos para recuperação de vias no município;IMPOSITIVA 2025;PAGO;;;;;;;
343;LITORAL NORTE;GRANFPOLIS;SÃO BONIFÁCIO;GRAZI VANROO;R$ 150.000,00;Recursos para a manutenção da Fundação Médico Assistencial do Trabalhador Rural de São Bonifácio.;IMPOSITIVA 2025;VERIFICAR;;;;;;;
342;AMUREL;AMUREL;SANTA ROSA DE LIMA;EDSON BAUMANN;R$ 200.000,00;Aquisição de implementos agricolas;IMPOSITIVA 2025;PAGO;;;;;;;
341;AMUREL;AMUREL;SANTA ROSA DE LIMA;VALMIRA;R$ 100.000,00;Aquisição de instrumentos de sopro para educação do municipio;IMPOSITIVA 2025;PAGO;;;;;;;
340;AMUREL;AMUREL;RIO FORTUNA;HELOISA HEIDEMANN;R$ 200.000,00;EXECUÇÃO DE OBRAS DE ACESIBILIDADE EM PONTE;IMPOSITIVA 2025;PAGO;;;;;;;
339;ALTO VALE;AMAVI;RIO DO OESTE;DEPINÉ;R$ 100.000,00;Melhoria da infraestrutura urbana para ampliar mobilidade, segurança e impulsionar o desenvolvimento local;IMPOSITIVA 2025;PAGO;;;;;;;
338;MEIO-OESTE;AMARP;RIO DAS ANTAS;PAULÃO;R$ 340.000,00;Recurso para manutenção das escolas, materiais pedagógicos e ações de qualificação do ensino;IMPOSITIVA 2025;PAGO;;;;;;;
337;ALTO VALE;AMAVI;PRESIDENTE NEREU;LEO BENTO;R$ 100.000,00;Recurso para adquirir equipamentos, mobiliários e itens que aprimorem o atendimento especializado;IMPOSITIVA 2025;PAGO;;;;;;;
336;ALTO VALE;AMAVI;PETROLÂNDIA;DÉIO;R$ 300.000,00;Recurso para pavimentação e drenagem pluvial na Rua Ver. Frederico de Sousa Filho;IMPOSITIVA 2025;PAGO;;;;;;;
335;LITORAL NORTE;AMFRI;PENHA;MANU;R$ 100.000,00;Aquisição um veículo para uso exclusivo das ações de proteção e bem-estar animal do Município;IMPOSITIVA 2025;PAGO;;;;;;;
334;LITORAL NORTE;AMFRI;PENHA;LUCIANO DE JESUS;R$ 228.908,97;Destinada à execução de obras de infraestrutura na Rua Cirineu Lacava;IMPOSITIVA 2025;PAGO;;;;;;;
333;AMUREL;AMUREL;PAULO LOPES;FERNANDA;R$ 120.000,00;Recurso para a aquisição de um veículo para uso da Secretaria Municipal de Agricultura;IMPOSITIVA 2025;PAGO;;;;;;;
332;AMUREL;AMUREL;PAULO LOPES;VANESSA;R$ 500.000,00;Recurso para melhorias na infraestrutura da Rua Frederico Manoel da Rosa, no bairro Santa Rita;IMPOSITIVA 2025;PAGO;;;;;;;
331;PLANALTO NORTE;AMPLANORTE;PAPANDUVA;EUNICE;R$ 100.000,00;Recursos para ampliar e qualificar os atendimentos SUS no município e região;IMPOSITIVA 2025;AGUARDANDO DOCUMENTAÇÃO;;;SCC 1880/2026;;;;
330;OESTE;AMEOSC;PALMA SOLA;MARCIO SANSIGOLO;R$ 300.000,00;PAVIMENTAÇÃO ASFÁLTICA DA RUA DONA CECÍLIA;IMPOSITIVA 2025;PAGO;;;;;;;
329;AMREC;AMREC;NOVA VENEZA;VIVI BORTOLOTTO;R$ 100.000,00;IMPLANTAÇÃO DE SALAS SENSORIAIS NA REDE DE ENSINO;IMPOSITIVA 2025;PAGO;;;;;;;
328;AMREC;AMREC;NOVA VENEZA;VIVI BORTOLOTTO;R$ 100.000,00;Custeio de atividades de Ecoterapia - TEA;IMPOSITIVA 2025;PUBLICADO;;;;;;;
327;LITORAL NORTE;AMFRI;NAVEGANTES;ADRIANA MACARINI;R$ 300.000,00;Recurso para reforma da nova sede da APAE Navegantes, permitindo avanço das obras e da infraestrutura;IMPOSITIVA 2025;PENDENTE;;;SCC 1866/2026;;;;
326;AMREC;AMREC;MORRO DA FUMAÇA;HENRIQUE CASAGRANDE;R$ 500.000,00;Recurso para construir o Complexo Esportivo da Mina Fluorita e realizar melhorias no entorno;IMPOSITIVA 2025;PAGO;;;;;;;
325;AMREC;AMREC;MORRO DA FUMAÇA;MARIJANE;R$ 150.000,00;APAE – Recursos para qualificar atendimentos, adquirir materiais úteis diversos e apoiar ações de saúde local;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1868/2026;;;;
324;AMREC;AMREC;MORRO DA FUMAÇA;EDUARDO GUOLLO;R$ 100.000,00;PAP: recursos para ações essenciais, materiais, insumos, medicamentos e manutenção básica;IMPOSITIVA 2025;PUBLICADO;;;;;;;
323;AMESC;AMESC;MELEIRO;JONAS;R$ 100.000,00;Recurso para a Saúde realizar exames e procedimentos de média e alta complexidade (MAC);IMPOSITIVA 2025;PAGO;;;;;;;
322;AMESC;AMESC;MARACAJÁ;SEC RAFAEL;R$ 100.000,00;Recurso para reforma da Praça Frei Euzébio, criando espaço inclusivo;IMPOSITIVA 2025;PAGO;;;;;;;
321;MEIO-OESTE;AMARP;MACIEIRA;VALERIA VUELMA;R$ 100.000,00;Aquisição de 285 kits de carteiras e cadeiras para as escolas Pequenos Brilhantes e Cândida Bertotto;IMPOSITIVA 2025;PAGO;;;;;;;
320;MEIO-OESTE;AMMOC;LUZERNA;-;R$ 100.000,00;Recurso para aquisição de medicamentos, materiais de consumo e combustível para transporte de pacientes da Atenção Básica;IMPOSITIVA 2025;PUBLICADO;;;;;;;
319;LITORAL NORTE;GRANFPOLIS;LEOBERTO LEAL;MAICON;R$ 200.000,00;Construção do Centro de Eventos no município;IMPOSITIVA 2025;PAGO;;;;;;;
318;AMUREL;AMUREL;LAGUNA;FERNANDINHO;R$ 400.000,00;Obra de pavimentação na rua José Antônio Pedro na comunidade de Caputera;IMPOSITIVA 2025;PAGO;;;;;;;
317;AMUREL;AMUREL;LAGUNA;DR ORLANDO;R$ 100.000,00;CASA ACOLHIDA FILHOS PREDILETOS - Recurso para compra de veiculo;IMPOSITIVA 2025;AGUARDANDO DOCUMENTAÇÃO;;;SCC 2159/2026;;;;
316;AMUREL;AMUREL;LAGUNA;ANDREA;R$ 100.000,00;Recurso para reforma e manutenção da estrutura física da sede da ACUSTRA;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1859/2026;;;;
315;AMUREL;AMUREL;FLORIANÓPOLIS/LAGUNA;DR ORLANDO;R$ 100.000,00;PAULÃO VÔLEI;IMPOSITIVA 2025;PAGO;;;SCC 1878/2026;;;;
314;ALTO VALE;AMAVI;JOSÉ BOITEUX;ADRIANA ANDRADE;R$ 100.000,00;Recurso para adquirir equipamentos e implantar uma Sala Sensorial no CEI Branca de Neve;IMPOSITIVA 2025;PAGO;;;;;;;
313;AMUREL;AMUREL;JAGUARUNA;PRETO;R$ 400.000,00;Recurso para ampliar e qualificar os atendimentos do Hospital de Caridade de Jaguaruna no SUS;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1881/2026;;;;
312;AMUREL;AMUREL;JAGUARUNA;ZAIDA;R$ 150.000,00;CONSELHO COMUNITÁRIO DE JAGUARUNA - Para Entidade custear o Programa de Atendimento ao Público TEA;IMPOSITIVA 2025;AGUARDANDO DOCUMENTAÇÃO;;;SCC 1873/2026;;;;
311;AMUREL;AMUREL;JAGUARUNA;BOBIÇA;R$ 200.000,00;PAVIMENTAÇÃO VIA QUE LIGA OS BAIRROS BOA VISTA À COSTA DA LAGOA;IMPOSITIVA 2025;PAGO;;;;;;;
310;AMUREL;AMUREL;JAGUARUNA;ISMAEL PIUCO;R$ 150.000,00;Recurso para Ampliação da Unidade de Saúde da Comunidade de Olho D'Água;IMPOSITIVA 2025;PAGO;;;;;;;
309;MEIO-OESTE;AMAUC;JABORÁ;RONEI;R$ 150.000,00;Recursos para a execução de melhorias na Escola Básica Municipal Alberto Bordin;IMPOSITIVA 2025;PAGO;;;;;;;
308;ALTO VALE;AMAVI;ITUPORANGA;GEISON KURTZ;R$ 500.000,00;Recurso para ampliar e qualificar o atendimento escolar com melhorias, equipamentos e projetos pedagógicos;IMPOSITIVA 2025;PAGO;;;;;;;
307;PLANALTO NORTE;AMPLANORTE;ITAIÓPOLIS;LUIS WOJCIECHOWSKI;R$ 200.000,00;Recurso para aquisição e instalação de iluminação LED;IMPOSITIVA 2025;PAGO;;;;;;;
306;ALTO VALE;AMAVI;IMBUIA;RONALDO;R$ 300.000,00;Recurso para aquisição de ônibus para uso da educação;IMPOSITIVA 2025;PAGO;;;;;;;
305;AMUREL;AMUREL;IMBITUBA;ELISIO SGROTT;R$ 450.000,00;Recurso para a Pavimentação e drenagem pluvial do trecho 1, da Rua Izidoro João Manoel da Silva;IMPOSITIVA 2025;PAGO;;;;;;;
304;AMUREL;AMUREL;IMBITUBA;HENRIQUE MELO;R$ 100.000,00;ASSOCIACAO DE VOLEIBOL DE IMBITUBA - Recurso para continuidade e expansão do Projeto Esportivo ASVI em 2026, ampliando ações e treinos;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1857/2026;;;;
303;AMUREL;AMUREL;IMBITUBA;HENRIQUE MELO;R$ 100.000,00;Para custear as atividades culturais executadas pela Cia Desmontagem Cênica de Imbituba;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1872/2026;;;;
302;AMUREL;AMUREL;IMARUÍ;ALENCAR;R$ 250.000,00;Recurso para adquirir equipamentos hospitalares;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1856/2026;;;;
301;AMREC;AMREC;IÇARA;RODRIGO;R$ 300.000,00;HOSPITAL SÃO DONATO - Recurso para Custeio e Manutenção dos Serviços de Saúde, destinados ao pagamento dos plantonistas médicos do pronto socorro;IMPOSITIVA 2025;PAGO;;;SCC 1867/2026;;;;
300;AMUREL;AMUREL;GRAVATAL;CEMÁ;R$ 140.000,00;AQUISIÇÃO DE VEÍCULO PARA SECRETARIA DE ESPORTES;IMPOSITIVA 2025;PAGO;;;;;;;
299;AMUREL;AMUREL;GRAVATAL;ESTRELO;R$ 100.000,00;AQUISIÇÃO DE IMPLEMENTOS AGRÍCOLAS;IMPOSITIVA 2025;PAGO;;;;;;;
298;AMUREL;AMUREL;GRÃO-PARÁ;GALEGA;R$ 150.000,00;AQUISIÇÃO VEÍCULO PARA ZOONOSES;IMPOSITIVA 2025;PAGO;;;;;;;
297;LITORAL NORTE;AMVE;GASPAR;MELATO;R$ 100.000,00;Recurso para castrações, atendimentos veterinários, vacinação, adoção e apoio à proteção animal;IMPOSITIVA 2025;PAGO;;;;;;;
296;AMUREL;AMUREL;GAROPABA;TARGINO;R$ 100.000,00;Recurso para aquisição de recursos para manutenção da associação Abraço Fraterno;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1865/2026;;;;
295;AMREC;AMREC;FORQUILHINHA;FELIPE DORDETE;R$ 900.000,00;Recurso para a Construção de um CENTRO DE EDUCAÇÃO INFALTIL (C.E.I.) no Bairro Ouro Negro;IMPOSITIVA 2025;PAGO;;;;;;;
294;LITORAL NORTE;GRANFPOLIS;FLORIANÓPOLIS;MARQUINHOS;R$ 100.000,00;LIRA TENIS CLUBE - Recurso para manutenção e ampliação do serviço especializado e apresentação de Projeto para Natação para Portadores do TEA;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1862/2026;;;;
293;LITORAL NORTE;GRANFPOLIS;FLORIANÓPOLIS;MARQUINHOS;R$ 100.000,00;AABB - PROJETO SOCIAL DE VÔLEI SACA ESSA;IMPOSITIVA 2025;EM ANÁLISE;;;SCC 1864/2026;;;;
292;AMREC;AMREC;COCAL DO SUL;ADEMIR;R$ 350.000,00;Construção de salas de aula na rede municipal de ensino de Cocal do Sul;IMPOSITIVA 2025;PAGO;;;;;;;
