data,hora,redes,tipo,link,link_facebook,curtidas,comentarios,engajamento,compartilhamentos,salvamentos,alcance,visualizacoes,novos_seguidores,id_instagram,id_facebook,legenda
2026-04-29,17:17,facebook+instagram,REELS,https://www.instagram.com/reel/DXuTuKagIZM/,https://www.facebook.com/reel/1448835933044112/,211,14,225,26,3,11493,16094,5,18393800704152928,864936030306107_1331489915460911,"IMPOSTO QUE FICA NA CIDADE 💰

Você sabia que pode destinar parte do seu imposto de renda para ajudar projetos sociais aqui mesmo em Tubarão?

Essa é uma forma simples de fazer a diferença, fortalecendo iniciativas que cuidam das nossas crianças e adolescentes, através do Fundo da Infância e Adolescência.

Eu já fiz a minha parte e você também pode fazer a sua. Vamos manter esse recurso aqui, ajudando quem mais precisa na nossa cidade 🙌

Contem comigo nessa causa!

➡️ Compartilhe e incentive mais pessoas a participarem!

#Tubarão #ImpostoDeRenda #FIA #Cidadania #SantaCatarina"
2026-04-27,20:37,instagram,REELS,https://www.instagram.com/reel/DXpg2Nqgewx/,,158,22,180,75,6,18211,24434,3,18065478617342975,,"AUTISMO E IPVA: UM DIREITO QUE MUITA GENTE AINDA NÃO SABE 🚗💙

Muita gente acredita que existe uma lei específica só para autismo garantindo a isenção do IPVA… mas não é bem assim 👇

Em Santa Catarina, a base desse direito vem de legislações mais antigas, como a Lei nº 7.543/1988, que já previa a isenção para pessoas com deficiência.

Com o avanço da sociedade e do entendimento jurídico, o autismo passou a ser reconhecido como deficiência para fins legais — e é por isso que hoje pessoas com TEA têm esse direito garantido ✅

📌 Na prática, o que você precisa saber:

✔️ O veículo deve ser utilizado pela pessoa com autismo
✔️ Pode estar no nome dela ou do responsável legal
✔️ Não precisa ser conduzido pela própria pessoa
✔️ É obrigatório apresentar laudo médico comprovando o TEA

⚠️ Um ponto muito importante:
👉 O que define se há direito à isenção não é o nível do autismo, e sim se há incapacidade de dirigir, comprovada por laudo médico.

Esse é um direito que faz diferença real na vida das famílias 💙

E muita gente ainda não sabe disso…

📲 Compartilhe essa informação e ajude mais pessoas a conhecerem seus direitos!

#AutismoÉPrioridade #DireitosPcD #Inclusão #SantaCatarina #IPVA TEA ConhecerParaIncluir PepêPeloAut"
2026-04-23,22:18,facebook+instagram,REELS,https://www.instagram.com/reel/DXfY_UJADqI/,https://www.facebook.com/reel/1896731621025375/,87,8,95,15,1,16273,6133,1,18101691781783751,864936030306107_1326848485925054,"INVESTIMENTO QUE CHEGA NA PONTA 🚜

Hoje estive em Presidente Nereu fazendo a entrega de um veículo que já está fazendo a diferença no dia a dia de quem trabalha no campo 🙌

E é isso que importa: esse carro sendo usado pra agricultura, sao recursos bem aplicados, chegando onde precisa e ajudando a fortalecer a nossa agricultura 🌱

Esse pedido veio do vereador, passou pelo nosso gabinete e virou resultado de verdade pra comunidade 🤝

Seguimos trabalhando por mais investimentos, mais apoio aos municípios e mais desenvolvimento para Santa Catarina!

Acompanhe, compartilhe e siga para ficar por dentro 👍

#SantaCatarina #AgriculturaForte #DesenvolvimentoRegional #PepeCollaço #TrabalhoQueDáResultado InteriorForte SC"
2026-04-22,21:03,facebook+instagram,FEED,https://www.instagram.com/p/DXcscZTALQ3/,https://www.facebook.com/1394493682493867/posts/1326049002671669,42,6,48,25,0,2946,4454,1,18006979136715125,864936030306107_1326049002671669,"AUTISMO NÃO É TUDO IGUAL 🧩💙

Você sabia que existem níveis de autismo?
E que eles indicam o quanto de apoio cada pessoa precisa no dia a dia?

Entender isso muda tudo.

📌 Não é sobre rótulos.
É sobre garantir o suporte certo, na medida certa.

Quando a gente ignora essas diferenças, dois erros acontecem:
➡️ cobrar além do que a pessoa consegue
➡️ ou não oferecer o apoio necessário

E inclusão de verdade só acontece com informação, estrutura e respeito.

Na escola.
Na saúde.
Na sociedade.

💙 Conhecer é o primeiro passo para incluir.

Compartilhe esse conteúdo e ajude mais pessoas a entenderem!

#AutismoÉPrioridade #AbrilAzul #ConhecerParaIncluir #Inclusão #TEA SantaCatarina PepêPeloAutismo PolíticasPúblicas RespeitoAoAutist

::"
2026-04-20,20:44,facebook+instagram,REELS,https://www.instagram.com/reel/DXXfaTDgYUU/,https://www.facebook.com/reel/2174616696403547/,603,10,613,246,9,29164,44203,24,18122907250620732,864936030306107_1324558732820696,"TRADIÇÃO QUE SEGUE VIVA 🤠

Não é só um galpão.

É história.
É identidade.
É a cultura gaúcha sendo passada de geração em geração.

Aqui em Braço do Norte, o CTG é ponto de encontro, é raiz, é orgulho da nossa gente.

E é por isso que a gente investe.
Porque estrutura faz a diferença.
É ela que mantém viva aquilo que não pode se perder.

Seguimos trabalhando por quem preserva a nossa cultura todos os dias.

👉 Conte comigo.

#BraçoDoNorte #CulturaGaúcha #Tradição #CTG #SantaCatarina InvestimentoPúblico MandatoPresente PepeCollaço"
2026-04-19,20:43,facebook+instagram,REELS,https://www.instagram.com/reel/DXU6Z_DAQ_z/,https://www.facebook.com/reel/1464048111888757/,244,10,254,16,1,16434,23609,15,17936072847211722,864936030306107_1323820966227806,"DESENVOLVIMENTO QUE CHEGA NA PONTA 🚧

Mais uma conquista para Orleans! 🙌
Com recurso destinado pelo nosso mandato, o asfalto já está fazendo a diferença no dia a dia da comunidade.

Menos poeira, mais qualidade de vida.
Mais acessibilidade, mais dignidade para quem vive aqui.

Seguimos firmes como parceiros de Orleans e de todo o Sul, trabalhando por uma região mais desenvolvida, conectada e com oportunidades para todos. 🤝

Esse é o nosso compromisso: transformar investimento em resultado real na vida das pessoas.

Acompanhe, compartilhe e siga para ver mais ações como essa! 🚀

#Orleans #SulCatarinense #Infraestrutura #DesenvolvimentoRegional #TrabalhoQueDáResultado SantaCatarina PepêCollaço"
2026-04-18,23:39,facebook+instagram,REELS,https://www.instagram.com/reel/DXSpzuzDbPb/,https://www.facebook.com/reel/3046701082189548/,285,35,320,45,0,22060,13412,3,18096879533276749,864936030306107_1323155439627692,Um jogo de tênis com o mestre @esperidiaoamin! 🎾
2026-04-17,22:07,facebook+instagram,REELS,https://www.instagram.com/reel/DXP619fAG0C/,https://www.facebook.com/reel/1291360042952255/,1082,59,1141,58,10,43610,49277,12,18092004025920056,864936030306107_1322385563038013,"NÃO FOI SORTE. FOI TRABALHO 💪

Falar que Santa Catarina “ganhou tudo” é ignorar a realidade.
Aqui teve fome, isolamento, promessa não cumprida… e muito trabalho.

Nada veio fácil. Você concorda?"
2026-04-17,19:12,facebook+instagram,REELS,https://www.instagram.com/reel/DXPmqjdkRsv/,https://www.facebook.com/reel/1735493171194995/,227,15,242,15,6,24417,22283,6,18113246866764507,864936030306107_1322308263045743,"RESULTADO QUE APARECE 👷‍♂️

Aqui não é promessa.
É investimento que sai do papel e vira realidade. ✅

Em Ituporanga, já são mais de R$ 3 milhões em pavimentação, além de investimentos na educação e novas obras chegando.

💰 Mais ruas
📚 Mais estrutura
📈 Mais desenvolvimento

E essa rua coberta é mais um passo pra fortalecer o turismo e valorizar ainda mais a terra da cebola, orgulho de Santa Catarina! 🧅

Seguimos trabalhando, junto com o prefeito, pra fazer acontecer de verdade. 🤝

👉 Acompanhe e compartilhe.

#Ituporanga #SantaCatarina #Infraestrutura #Investimento #Desenvolvimento TurismoSC TerraDaCebola TrabalhoQueAparece PepeCollaço"
2026-04-15,20:20,facebook+instagram,REELS,https://www.instagram.com/reel/DXKkyJECden/,https://www.facebook.com/reel/1717651442981005/,169,17,186,33,2,6702,10062,18,18168561904411390,864936030306107_1320800533196516,"AUTISMO É PRIORIDADE 💙

Todo pai e toda mãe de uma criança com autismo já se fez essa pergunta:

Será que meu filho vai ser bem tratado na escola?
Vai ter acompanhamento de verdade?

Essas inseguranças são reais — e precisam acabar.

Por isso, estamos trabalhando em projetos que garantem mais inclusão, como a criação de protocolos nas escolas, com atividades adaptadas e mais estabilidade no aprendizado. 📚

Também avançamos com iniciativas como o Cine Azul, garantindo lazer com acolhimento para crianças com TEA e suas famílias. 🎬

Porque no fim, não é só sobre política.
É sobre dar segurança, dignidade e respeito para quem mais precisa.

Acompanhe, compartilhe e participe dessa causa. 👇

#AutismoÉPrioridade #AbrilAzul #Inclusão #EducaçãoInclusiva #TEA SantaCatarina PepeCollaco"
2026-04-14,18:00,facebook+instagram,FEED,https://www.instagram.com/p/DXHxENNkagh/,https://www.facebook.com/1394493682493867/posts/1319978119945424,33,0,33,12,0,1815,3402,0,18570686446056302,864936030306107_1319978119945424,"NÃO É SÓ TECNOLOGIA ⚠️

Parece inovação.  
Parece só evolução.  

Mas por trás, tem algo maior: coleta de dados em escala real.

Do jogo ao carro conectado…  
quem entende isso, sai na frente.  

Tecnologia, sim.  
Mas com consciência e estratégia.  

👉 E você, já tinha pensado nisso? Comente e compartilhe.

#Inovação #Tecnologia #Dados #InteligênciaArtificial #Futuro SantaCatarina PepêCollaço"
2026-04-13,19:47,facebook,post,https://www.facebook.com/reel/768515766194072/,,,,,2,,,,,,864936030306107_1319305793345990,AUTISMO 🧩
2026-04-13,19:47,instagram,REELS,https://www.instagram.com/reel/DXFXtFciYUT/,,91,11,102,39,3,9401,16172,6,17933329614215534,,AUTISMO 🧩
2026-04-11,20:59,facebook+instagram,FEED,https://www.instagram.com/p/DXAXQawkeNH/,https://www.facebook.com/1394493682493867/posts/1317866090156627,96,8,104,68,9,8381,18187,17,18117306994636956,864936030306107_1317866090156627,"AUTISMO E O PAPEL DO PAI 🧩

A ciência começa a mostrar que o cuidado vai além da gestação.

A saúde do pai antes da concepção também pode influenciar o desenvolvimento da criança.

Não é sobre culpa. É sobre consciência. 💙

👉 Compartilhe e leve informação.

#AbrilAzul #AutismoÉPrioridade #ConhecerParaIncluir #PepêPeloAutismo"
2026-04-10,15:23,facebook+instagram,REELS,https://www.instagram.com/reel/DW9LIjfgFbP/,https://www.facebook.com/reel/4296759003943136/,146,12,158,38,3,20243,6961,3,18088439765520125,864936030306107_1316973340245902,"MAIS PAVIMENTAÇÃO, MAIS QUALIDADE DE VIDA 🛣️

Uma máquina que vai acelerar obras, reduzir custos e levar mais infraestrutura pra quem vive aqui.

Isso é investimento que vira resultado de verdade na ponta.

Seguimos trabalhando, junto com o prefeito Prefeito Pauli Zerna e Vice Sérgio Borges para melhorar a vida das pessoas e desenvolver nossa região 🤝

Acompanhe, compartilhe e siga nosso trabalho!

#InfraestruturaSC #Witmarsum #AltoVale #TrabalhoQueDáResultado #SantaCatarina PepeCollaço"
2026-04-08,17:12,facebook+instagram,FEED,https://www.instagram.com/p/DW4OzcjAOBh/,https://www.facebook.com/1394493682493867/posts/1315596713716898,58,14,72,31,0,6670,6181,1,18405435850181700,864936030306107_1315596713716898,"AUTISMO É PRIORIDADE 💙

Abril é o mês de conscientização, mas o nosso compromisso é o ano inteiro.

Aqui na Alesc, estamos trabalhando com projetos que fazem a diferença na vida das pessoas com TEA e suas famílias 👇

📚 Inclusão nas escolas com o PIA, garantindo aprendizado mais justo
🎬 Cine Azul, já aprovado, promovendo lazer adaptado
👨‍🏫 Continuidade do Professor 2, trazendo mais segurança e vínculo para os alunos

Mais do que falar, é agir.
Política pública de verdade é aquela que transforma vidas.

Seguimos firmes por mais inclusão, respeito e oportunidades 💙

👉 Acompanhe, comente e compartilhe para fortalecer essa causa!

#AbrilAzul #AutismoÉPrioridade #ConhecerParaIncluir #Inclusão #TEA SantaCatarina Alesc PepêPeloAutism"
2026-04-06,15:39,facebook+instagram,FEED,https://www.instagram.com/p/DWy6VG0APMa/,https://www.facebook.com/1394493682493867/posts/1314109040532332,129,20,149,15,1,3304,4992,3,18179185780386402,864936030306107_1314109040532332,"RECONHECIMENTO QUE NOS MOTIVA 🙏✨

Receber essa homenagem da STAN (Associação Tubaronense de Apoio às Famílias) é mais do que uma honra… é a certeza de que estamos no caminho certo.

Cada ação, cada projeto e cada luta têm um propósito: cuidar das pessoas, fortalecer as famílias e construir uma sociedade mais inclusiva.

Seguimos firmes, com ainda mais responsabilidade e compromisso! 🤝

Vamos juntos fazer a diferença! 💙

#Gratidão #TrabalhoQueTransforma #Inclusão #Família #SantaCatarina PepêCollaço"
2026-04-03,21:21,facebook+instagram,FEED,https://www.instagram.com/p/DWrzXfMAS8D/,https://www.facebook.com/1394493682493867/posts/1312059007404002,128,7,135,10,0,2976,6330,0,18103987951915347,864936030306107_1312059007404002,"RECONHECIMENTO QUE NOS MOVE 💙

Recebi com muita gratidão uma moção de aplausos da Câmara de Vereadores de Tubarão pelos projetos voltados ao autismo, entregue pelo vereador Maurício.

Esse reconhecimento é, acima de tudo, um sinal de que estamos no caminho certo: trabalhando por políticas públicas que realmente fazem a diferença na vida das pessoas.

As ações e leis voltadas ao autismo têm sido uma das nossas prioridades porque incluir é mais do que um dever, é um compromisso com o futuro.

Meu muito obrigado a todos os vereadores pela homenagem e pela parceria nessa causa tão importante.

Seguimos firmes! 💙

#AutismoÉPrioridade #AbrilAzul #Inclusão #PolíticasPúblicas #SantaCatarina TubarãoSC PepêCollaço"
2026-04-01,13:28,facebook+instagram,REELS,https://www.instagram.com/reel/DWlyjIAgJDv/,https://www.facebook.com/reel/1477603833711112/,515,29,544,37,5,20536,34801,7,18094544249017782,864936030306107_1310218087588094,"INVESTIMENTO QUE TRANSFORMA 🧩

No mês do Abril Azul, reforçamos uma pauta que precisa ser permanente: o cuidado, a inclusão e o investimento em políticas públicas para as pessoas com autismo.

Temos destinado emendas para projetos em várias regiões de Santa Catarina. E o projeto de natação para crianças carentes com autismo, desenvolvido pelo @liratenisclube , é um deles.

É muito bonito acompanhar de perto o retorno desse trabalho. Ver o desenvolvimento das crianças, a evolução em cada etapa e o impacto positivo na vida das famílias mostra que investir em inclusão é investir em futuro, dignidade e qualidade de vida.

Seguimos firmes, apoiando iniciativas que fazem a diferença na prática e ajudam a construir um estado mais humano e mais inclusivo. 💙

Acompanhe e compartilhe.

#AbrilAzul #AutismoÉPrioridade #ConhecerParaIncluir #PepêPeloAutismo #TEA"
2026-03-29,18:23,instagram,REELS,https://www.instagram.com/reel/DWemlKZkQn7/,,1441,137,1578,478,25,102431,171506,128,18075091364539833,,"O pau que rola nas redes é que vale a pena ter deputado na região… será? 🤔

Quando a conversa sai da internet e vai pra vida real, a resposta aparece no trabalho feito, na cobrança e no resultado.

São mais de 60 ruas com ação, articulação e encaminhamento por quem conhece de perto a realidade de Tubarão. 🛣️📍

Porque mandato de verdade não vive só de discurso.
Vive de presença, compromisso e entrega.
Acompanhe e compartilhe. 📲

#PepêCollaço #SantaCatarina #SulDeSC #MandatoPresente"
2026-03-29,18:23,facebook,post,https://www.facebook.com/reel/26446232885062853/,,,,,2,,,,,,864936030306107_1308188761124360,
2026-03-27,15:34,facebook+instagram,FEED,https://www.instagram.com/p/DWZKHHEgFri/,https://www.facebook.com/1394493682493867/posts/1306524924624077,43,7,50,19,0,7802,11678,3,18176512939382317,864936030306107_1306524924624077,"ENERGIA SOLAR PARA FORTALECER QUEM SALVA VIDAS ☀️❤️

A conta de luz pesa no orçamento dos hospitais filantrópicos e afeta diretamente a saúde financeira dessas instituições.

Nosso projeto aprovado na Alesc cria uma alternativa concreta: permitir que recursos do Fundo Social sejam destinados à instalação de painéis solares.

Com menos gasto com energia, os hospitais podem ganhar mais equilíbrio financeiro e mais capacidade para seguir atendendo com qualidade.

É assim que a boa política funciona: com soluções práticas, economia e cuidado com as pessoas.

Acompanhe o carrossel e entenda essa proposta. ➡️

#PepeCollaço #Alesc #SantaCatarina #EnergiaSolar #HospitaisFilantrópicos SaúdeSC FundoSocial TrabalhoQueDáResultado PolíticaComPropósito"
2026-03-26,23:20,facebook+instagram,REELS,https://www.instagram.com/reel/DWXZ9N9DTsn/,https://www.facebook.com/reel/1468663524776754/,106,7,113,15,3,3235,4393,2,17872569948578753,864936030306107_1305972781345958,"#TBT QUE VIRA COMPROMISSO 🐾

Hoje é dia de lembrar… mas também de reforçar aquilo que a gente acredita.

Esse #TBT é da ação de castração animal que acompanhamos em Lages 🐶🐱Um trabalho sério, que ajuda a controlar a população, evita abandono e garante mais dignidade aos nossos animais. 

E em tempos em que vemos tantos casos de maus-tratos, é importante lembrar: a gente não se cala.

✔️ Incentivamos políticas públicas de castração
✔️ Destinamos recursos para diversos municípios
✔️ Defendemos a investigação e punição de crimes contra os animais

Seguimos firmes, porque cuidar dos animais também é cuidar da nossa sociedade.

Vamos juntos nessa causa 🤝🐾Comente, compartilhe e acompanhe nosso trabalho.

#TBT #ProteçãoAnimal #CastraçãoResponsável SantaCatarina BemEstarAnimal ChegaDeMausTratos PolíticaQueF"
2026-03-26,01:37,facebook,post,https://www.facebook.com/1394493682493867/posts/1305193314757238,,,,,2,,,,,,864936030306107_1305193314757238,ORGULHO PROGRESSISTA! 💙
2026-03-26,01:36,instagram,FEED,https://www.instagram.com/p/DWVFbCkjZde/,,187,15,202,10,0,4891,11995,5,18116830186649172,,ORGULHO PROGRESSISTA! 💙
2026-03-24,21:10,facebook+instagram,REELS,https://www.instagram.com/reel/DWSB0lWAfTj/,https://www.facebook.com/reel/1454394206172453/,85,3,88,6,0,9536,11399,3,18084682163585820,864936030306107_1304243824852187,"REDRAGAGEM É PRIORIDADE

Essa é uma luta antiga.
E eu sempre estive do mesmo lado: o lado das pessoas.

Muito antes defendíamos a redragagem dos rios Tubarão e Urussanga e a atualização desses projetos.

Porque quem vive nessas regiões sabe o que é passar por isso…
a cada chuva forte, volta o medo. 😔

É água entrando em casa.
É família perdendo o que construiu a vida inteira.

Não dá mais pra aceitar que isso se repita.

A redragagem é uma ação essencial.
É prevenção, é segurança e é respeito com quem mais sofre.

Seguimos cobrando, atualizando os projetos e buscando solução de verdade.
Porque cuidar das pessoas também é antecipar problemas. 🙏

Acompanhe, comente e compartilhe.
#Infraestrutura #Prevenção #RioTubarão #RioUrussanga #SantaCatarina PepêCollaço"
2026-03-22,18:27,facebook+instagram,REELS,https://www.instagram.com/reel/DWMlY0GgGV-/,https://www.facebook.com/reel/1572355293827226/,78,8,86,20,1,12880,5885,0,18099978394766972,864936030306107_1302559978353905,"ENERGIA SOLAR PARA QUEM SALVA VIDAS ☀️❤️

Reduzir custos e dar mais fôlego financeiro aos hospitais filantrópicos também é cuidar das pessoas.

Nosso projeto permite que recursos do Fundo Social sejam destinados à instalação de painéis solares nessas instituições. Menos conta de luz, mais recursos para manter serviços, estrutura e atendimento de qualidade.

Esse é o tipo de medida que gera economia, fortalece os hospitais e ajuda quem mais precisa.

#PepeCollaço #Alesc #SantaCatarina #HospitaisFilantrópicos #EnergiaSolar SaúdeSC FundoSocial TrabalhoQueDáResultado PolíticaSC CuidarDasPessoas"
2026-03-20,21:48,facebook+instagram,FEED,https://www.instagram.com/p/DWHzUh1gdmZ/,https://www.facebook.com/1394493682493867/posts/1300985728511330,192,22,214,21,5,4188,9231,2,17995812554923670,864936030306107_1300985728511330,"A última vai te surpreender! 👀🍍

Comenta aqui a que você achou mais curiosa! 🤭"
2026-03-19,17:34,facebook+instagram,REELS,https://www.instagram.com/reel/DWExUaWgHZf/,https://www.facebook.com/reel/1655313268827180/,109,6,115,4,0,6215,7378,0,18056565071467436,864936030306107_1299951208614782,"MENOS DISCURSO, MAIS RESULTADO 🏥✅

A nova máquina de endoscopia já chegou em Jacinto Machado e eu fui conferir pessoalmente se está tudo pronto pra começar a atender a população.

É assim que a gente acredita na política:
buscar o recurso, acompanhar de perto e garantir que ele vire resultado de verdade na vida das pessoas.

Esse equipamento vai trazer mais agilidade nos exames e ampliar o atendimento pra quem precisa. Mais saúde, mais dignidade e mais eficiência! 👏

E essa conquista tem parceria! Trabalho sério junto com a vereadora Grazi e a vice-prefeita Noeli, sempre pensando no melhor pra nossa gente.

Nosso compromisso é claro:
menos discurso e mais resultado.

Acompanhe, compartilhe e siga nosso trabalho! 🤝

#SaúdePública #JacintoMachado #MaisSaúde #ResultadoDeVerdade #TrabalhoQueAparece PepêCollaço SantaCatarina"
2026-03-18,21:06,facebook+instagram,FEED,https://www.instagram.com/p/DWCkUfKgRkT/,https://www.facebook.com/1394493682493867/posts/1299322658677637,145,18,163,33,2,5761,8840,0,17915584965318386,864936030306107_1299322658677637,"MENOS CUSTO, MAIS CUIDADO COM OS HOSPITAIS☀️🏥

Aprovamos na Alesc um projeto importante para os hospitais filantrópicos de Santa Catarina.

A proposta permite o uso de recursos do Fundo Social para a instalação de painéis solares nessas instituições, ajudando a reduzir a conta de energia e dando mais fôlego financeiro para quem salva vidas todos os dias.

É uma medida que une responsabilidade, economia e cuidado com as pessoas. Com menos despesas, os hospitais podem direcionar mais recursos para manter e qualificar o atendimento à população.

Seguimos trabalhando por soluções concretas para fortalecer a saúde em Santa Catarina. 🤝

#PepeCollaço #SantaCatarina #Alesc #HospitaisFilantrópicos #SaúdeSC"
2026-03-16,14:08,facebook+instagram,FEED,https://www.instagram.com/p/DV8rEJIjcGz/,https://www.facebook.com/1394493682493867/posts/1297635962179640,45,2,47,2,0,1933,3110,0,17943740796137856,864936030306107_1297635962179640,"UNIDOS PELO RIO URUSSANGA 🌊

Quando falamos em redragagem do Rio Urussanga, falamos de prevenção, segurança e cuidado com a nossa região.

O assoreamento do rio aumenta o risco de enchentes e prejudica famílias, lavouras, estradas e toda a economia local. Por isso, defender a limpeza e a recuperação do rio é uma pauta urgente.

Seguimos unidos por essa causa, buscando soluções para proteger nossas cidades e garantir mais tranquilidade para quem vive e trabalha no Sul de Santa Catarina.

Cuidar dos rios é cuidar das pessoas. 🤝

#RioUrussanga #RedragagemJá #SulCatarinense #Infraestrutura #PrevençãoDeEnchentes SantaCatarina PepeCollaço"
2026-03-15,23:50,facebook+instagram,REELS,https://www.instagram.com/reel/DV7Io-KjQU4/,https://www.facebook.com/reel/2701160066930564/,102,13,115,43,1,13652,22708,0,18386796589156322,864936030306107_1297189848890918,"É UMA HONRA! 🤝

É uma honra receber o reconhecimento como o deputado que mais destinou recursos para a Amurel, mesmo que de brincadeira! 🤭

Mais do que um prêmio, isso representa algo muito importante: a palavra que demos lá na campanha sendo cumprida.

Desde o início do mandato, nosso objetivo sempre foi claro:
ajudar a desenvolver as cidades da nossa região e melhorar a vida das pessoas de forma concreta.

Cada recurso destinado significa mais obras, mais serviços e mais oportunidades para quem vive aqui.

Seguimos firmes, trabalhando por cada município e por todas as pessoas que fazem parte dessa região.

O reconhecimento é importante, mas o que realmente importa é continuar entregando resultado para a nossa gente.

Vamos em frente! 🚀

#Amurel #SulCatarinense #SantaCatarina #TrabalhoQueEntrega #PepêCollaço DeputadoEstadual DesenvolvimentoRegional MandatoPresente"
2026-03-15,18:25,facebook+instagram,REELS,https://www.instagram.com/reel/DV6jzptANP3/,https://www.facebook.com/reel/964196366279243/,101,9,110,14,1,7215,9759,0,18110509987759914,864936030306107_1297037768906126,"AUTISMO É PRIORIDADE 💙

Participei da inauguração da AMA em Rio Rufino, um espaço que nasce para acolher, apoiar e transformar a vida de muitas famílias.

A causa do autismo precisa de atenção, estrutura e políticas públicas de verdade. Cada iniciativa como essa fortalece a rede de apoio e mostra que estamos avançando no caminho da inclusão.

Seguimos firmes na defesa das pessoas com TEA, trabalhando por mais diagnóstico, atendimento especializado e apoio às famílias. Porque incluir é compromisso com a dignidade e com o futuro.

Parabéns a todos que lutaram para tornar esse sonho realidade! 👏

Acompanhe, compartilhe e siga fortalecendo essa causa conosco. 💙

#AutismoÉPrioridade #AbrilAzul #ConhecerParaIncluir #PepêPeloAutismo #Inclusão RioRufino SantaCatarina"
2026-03-14,12:24,facebook+instagram,FEED,https://www.instagram.com/p/DV3VpfeAM5g/,https://www.facebook.com/1394493682493867/posts/1296105592332677,100,24,124,19,0,5287,8046,1,18072122804199977,864936030306107_1296105592332677,"JUSTIÇA PARA O CASO ORELHA! 🚨

Votei SIM pela federalização do Caso Orelha.✅

Esse episódio chocou Santa Catarina e todo o Brasil. Um ato de violência cruel contra um animal indefeso, que mobilizou a sociedade e levantou um debate urgente: até quando crimes assim ficarão impunes?

A federalização é um passo importante para garantir uma investigação mais ampla, rigorosa e transparente, assegurando que todos os responsáveis sejam identificados e punidos.

Não se trata apenas de um caso isolado.
Trata-se de combater os maus-tratos, proteger os animais e dar uma resposta clara à sociedade de que a violência não pode ser tolerada.

Quem maltrata um animal comete um crime grave e precisa responder por isso.

Seguirei defendendo justiça, proteção aos animais e conscientização da população.

📢 Justiça precisa ser feita.

Acompanhe, comente e compartilhe para que essa causa siga ganhando força.

#Justiça #CasoOrelha #ContraMausTratos #ProteçãoAnimal #SantaCatarina Alesc PepêCollaço"
2026-03-13,17:00,facebook+instagram,FEED,https://www.instagram.com/p/DV1QlTGAD5a/,https://www.facebook.com/1394493682493867/posts/1295540249055878,74,4,78,7,0,11994,5894,0,17963427510026071,864936030306107_1295540249055878,"🚨OLHOS ABERTOS, VITÓRIA DO BRASIL 🇧🇷

O STF formou maioria para manter Daniel Vorcaro preso.

E fica a pergunta: ele seria solto se não houvesse pressão popular?

Quando o povo acompanha, cobra e não se cala, fica mais difícil tudo acontecer no silêncio.

Seguiremos atentos a cada passo de um dos maiores casos de corrupção do Brasil. 👀

Acompanhe, comente e compartilhe.

#SantaCatarina #Brasil #Politica #CombateACorrupcao #Justica Transparencia Fiscalizacao DeOlho PepeCollaco"
2026-03-12,22:04,facebook+instagram,REELS,https://www.instagram.com/reel/DVzNyB_gEee/,https://www.facebook.com/reel/2449457705524353/,347,38,385,118,8,13451,24002,67,18076342364419956,864936030306107_1294960442447192,"VÍNCULO TAMBÉM ENSINA 💙

Uma criança com autismo não precisa recomeçar todo ano.

Ela precisa de vínculo, confiança e segurança para aprender.

Por isso, nosso projeto aprovado na CCJ garante preferência para que o aluno com TEA continue sendo acompanhado pelo mesmo segundo professor do ano anterior.

Pode parecer um detalhe. Mas faz toda a diferença no desenvolvimento.

Agora o projeto segue para as próximas comissões. Seguimos trabalhando por mais inclusão e respeito. 💙

#AutismoÉPrioridade #AbrilAzul #Inclusão #TEA #PepêCollaço SantaCatarina"
2026-03-10,21:17,facebook+instagram,REELS,https://www.instagram.com/reel/DVt_YclDc1n/,https://www.facebook.com/reel/1360094526142235/,232,12,244,19,1,9764,14845,6,18108905053813827,864936030306107_1293485749261328,"BOA NOTÍCIA PRA URUPEMA ❄️🏙️

Mesmo com a noitinha chegando, não deixamos de passar por Urupema para trazer notícia boa pra cidade! Ao lado da prefeita Cris e da presidente da Câmara, Diane, anunciamos mais uma conquista importante para a população. 🙌

Em breve, a Praça Central vai receber um parque infantil pensado para esse complexo tão especial, que está ficando cada vez mais bonito e preparado para receber as famílias. 🛝💙

Fico muito grato pelo carinho, pela parceria e por poder contribuir com a educação e com melhorias que fazem a diferença na vida das pessoas. Esse é o nosso compromisso: estar presente nos municípios e ajudar a transformar boas ideias em realidade. 🤝

E já ficou o convite: voltar a Urupema, mais perto do frio, para inaugurar esse novo espaço junto com a comunidade! 🧥✨

Acompanhe, comente e compartilhe. 📲

#PepêCollaço #Urupema #SerraCatarinense #SantaCatarina #MandatoPresente"
2026-03-09,15:36,facebook+instagram,FEED,https://www.instagram.com/p/DVq0B1iDZIA/,https://www.facebook.com/1394493682493867/posts/1292630322680204,85,8,93,34,1,11092,17852,2,17954650377085498,864936030306107_1292630322680204,"PROTEGER TAMBÉM É CUIDAR 🚨📱

Muita gente ainda acha que é “só um jogo”.
Mas hoje, a violência também acontece no ambiente virtual.

A aproximação começa de forma silenciosa, com conversa, elogio e falsa confiança.
Quando os pais percebem, o dano já pode estar feito.

Nosso dever é orientar, acompanhar e proteger nossas crianças e adolescentes.
Internet não é terra sem lei.

Falar sobre isso é prevenção.
Denunciar é responsabilidade.

Compartilhe esse alerta com mais famílias. 🤝

#ProteçãoDigital #SegurançaOnline #InfânciaProtegida #AdolescênciaSegura"
