"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Curtidas,Compartilhamentos,Comentários,Salvamentos,Alcance,Seguimentos
18109347232707484,17841401444333135,pepecollaco,"Pepê Collaço","DEBATE COM RESPONSABILIDADE ⏱️🇧🇷

Alguns países já testam jornadas diferentes de trabalho.

Mas estamos falando de economias muito mais estruturadas que a nossa.

O Brasil tem dimensão continental, desafios regionais e precisa fortalecer sua base econômica antes de dar passos maiores.

O debate é importante.
Mas precisa ser feito com os pés no chão.

E você, o que pensa sobre isso? 👇
#Economia #MercadoDeTrabalho #SantaCatarina #Desenvolvimento #Responsabilidade",50,"02/27/2026 12:26",https://www.instagram.com/reel/DVRk8JUgXJ_/,"Reel do Instagram",,Total,14520,105,8,10,0,11884,5
18111345607678272,17841401444333135,pepecollaco,"Pepê Collaço","Meu senador é CATARINENSE “DA GEMA!” 

O melhor senador do Brasil é nosso e vamos trabalhar juntos pra que Santa Catarina tenha representantes que conheçam o nosso estado!",55,"02/28/2026 08:01",https://www.instagram.com/reel/DVTrSTMDfG_/,"Reel do Instagram",,Total,27076,972,47,27,5,33016,28
18081055358041453,17841401444333135,pepecollaco,"Pepê Collaço","ASSISTA ATÉ O FINAL, é tudo que eu peço! 😉

Começamos a semana com uma reflexão bem importante sobre as percepções e acessos aos adolescentes. 

Comente sua opinião! 😳

🔁 @facundoguerra",0,"03/02/2026 09:29",https://www.instagram.com/reel/DVY9JopAHO2/,"Reel do Instagram",,Total,12591,336,165,24,6,22096,6
18058266275395424,17841401444333135,pepecollaco,"Pepê Collaço","Por que todas as mensagens trocadas entre Moraes e Vorcaro eram apagadas?

QUAL A SUA OPINIÃO A ESSE ESCÂNDALO DO BANCO MASTER? 

Faltam palavras para descrever isso aqui. Escândalo é pouco. Baita furo da @malugaspar.jornalista e do Rafael Moraes Moura.",0,"03/05/2026 14:36",https://www.instagram.com/p/DVhQoOWgP7x/,"Imagem do Instagram",,Total,10105,100,22,15,3,5555,0
18190302202314986,17841401444333135,pepecollaco,"Pepê Collaço","COMUNIDADE UNIDA 🤝

Foi uma alegria participar da inauguração do Centro Comunitário em Içara, a convite dos vereadores e da prefeita @dalvaniacardoso 

Um evento muito bonito, com a comunidade reunida celebrando mais um espaço importante para encontros, atividades e fortalecimento da nossa gente.

Fico feliz em contribuir com esse projeto, tanto com emenda quanto estando presente nesse momento especial. Seguimos trabalhando juntos por mais conquistas para a região! 🙌

#SantaCatarina #TrabalhoQueAparece #Municipalismo #PepêCollaço",52,"03/06/2026 06:12",https://www.instagram.com/reel/DVi7hANjcWN/,"Reel do Instagram",,Total,7320,126,5,16,0,9383,3
17905467252203575,17841401444333135,pepecollaco,"Pepê Collaço","O MAIOR ESCÂNDALO DA REPÚBLICA?

O caso do Banco Master é um absurdo.

Pode ser o maior escândalo de corrupção da história recente do Brasil — e envolve gente de todos os lados: STF, direita, esquerda e centro.

Isso precisa ser investigado a fundo.
O Brasil não aguenta mais corrupção.

📢 O que você pensa sobre isso?

#Transparência #CombateÀCorrupção #PolíticaComResponsabilidade #Brasil #PepêCollaço",0,"03/07/2026 07:46",https://www.instagram.com/reel/DVlrAdIjUL-/,"Reel do Instagram",,Total,8609,186,7,4,3,16571,3
17977673156825554,17841401444333135,pepecollaco,"Pepê Collaço","FELIZ DIA DAS MULHERES 🌷

Hoje é dia de celebrar todas as mulheres.
E eu represento essa homenagem através da minha esposa e das minhas filhas, que são inspiração diária na minha vida.

Mas neste dia eu não desejo apenas flores, carinho ou atenção.

Desejo respeito.
Desejo segurança.
Desejo dignidade.

Que nenhuma mulher precise viver com medo, violência ou desrespeito.

Que todos os dias sejam de valorização, proteção e reconhecimento.

Feliz Dia das Mulheres! 💜

#DiaDaMulher #RespeitoÀsMulheres #ViolênciaNuncaMais #8DeMarço #PepêCollaço",0,"03/08/2026 05:40",https://www.instagram.com/p/DVn6sU8gL36/,"Imagem do Instagram",,Total,8184,263,0,11,0,5582,5
17954650377085498,17841401444333135,pepecollaco,"Pepê Collaço","PROTEGER TAMBÉM É CUIDAR 🚨📱

Muita gente ainda acha que é “só um jogo”.
Mas hoje, a violência também acontece no ambiente virtual.

A aproximação começa de forma silenciosa, com conversa, elogio e falsa confiança.
Quando os pais percebem, o dano já pode estar feito.

Nosso dever é orientar, acompanhar e proteger nossas crianças e adolescentes.
Internet não é terra sem lei.

Falar sobre isso é prevenção.
Denunciar é responsabilidade.

Compartilhe esse alerta com mais famílias. 🤝

#ProteçãoDigital #SegurançaOnline #InfânciaProtegida #AdolescênciaSegura",0,"03/09/2026 08:36",https://www.instagram.com/p/DVq0B1iDZIA/,"Carrossel do Instagram",,Total,17852,85,34,8,1,11092,2
18108905053813827,17841401444333135,pepecollaco,"Pepê Collaço","BOA NOTÍCIA PRA URUPEMA ❄️🏙️

Mesmo com a noitinha chegando, não deixamos de passar por Urupema para trazer notícia boa pra cidade! Ao lado da prefeita Cris e da presidente da Câmara, Jheny, anunciamos mais uma conquista importante para a população. 🙌

Em breve, a Praça Central vai receber um parque infantil pensado para esse complexo tão especial, que está ficando cada vez mais bonito e preparado para receber as famílias. 🛝💙

Fico muito grato pelo carinho, pela parceria e por poder contribuir com a educação e com melhorias que fazem a diferença na vida das pessoas. Esse é o nosso compromisso: estar presente nos municípios e ajudar a transformar boas ideias em realidade. 🤝

E já ficou o convite: voltar a Urupema, mais perto do frio, para inaugurar esse novo espaço junto com a comunidade! 🧥✨

Acompanhe, comente e compartilhe. 📲

#PepêCollaço #Urupema #SerraCatarinense #SantaCatarina #MandatoPresente",80,"03/10/2026 14:17",https://www.instagram.com/reel/DVt_YclDc1n/,"Reel do Instagram",,Total,14845,232,19,12,1,9764,6
18091080524173786,17841401827177081,assembleiasc,ALESC,"O deputado @pepecollaco (PP) é o convidado do podcast “Ordem do Dia”. Ele falou sobre o projeto de lei que propõe a inclusão da Educação Moral e Cívica no currículo da educação básica das redes pública e privada de SC. Confira!

#OrdemDoDia #EducaçãoMoraleCívica #Alesc",378,"03/11/2026 15:00",https://www.instagram.com/reel/DVwpjnvCVkE/,"Reel do Instagram",,Total,2703,47,4,2,0,,
18076342364419956,17841401444333135,pepecollaco,"Pepê Collaço","VÍNCULO TAMBÉM ENSINA 💙

Uma criança com autismo não precisa recomeçar todo ano.

Ela precisa de vínculo, confiança e segurança para aprender.

Por isso, nosso projeto aprovado na CCJ garante preferência para que o aluno com TEA continue sendo acompanhado pelo mesmo segundo professor do ano anterior.

Pode parecer um detalhe. Mas faz toda a diferença no desenvolvimento.

Agora o projeto segue para as próximas comissões. Seguimos trabalhando por mais inclusão e respeito. 💙

#AutismoÉPrioridade #AbrilAzul #Inclusão #TEA #PepêCollaço SantaCatarina",0,"03/12/2026 15:04",https://www.instagram.com/reel/DVzNyB_gEee/,"Reel do Instagram",,Total,24002,347,118,38,8,13451,67
17963427510026071,17841401444333135,pepecollaco,"Pepê Collaço","🚨OLHOS ABERTOS, VITÓRIA DO BRASIL 🇧🇷

O STF formou maioria para manter Daniel Vorcaro preso.

E fica a pergunta: ele seria solto se não houvesse pressão popular?

Quando o povo acompanha, cobra e não se cala, fica mais difícil tudo acontecer no silêncio.

Seguiremos atentos a cada passo de um dos maiores casos de corrupção do Brasil. 👀

Acompanhe, comente e compartilhe.

#SantaCatarina #Brasil #Politica #CombateACorrupcao #Justica Transparencia Fiscalizacao DeOlho PepeCollaco",0,"03/13/2026 10:00",https://www.instagram.com/p/DV1QlTGAD5a/,"Imagem do Instagram",,Total,5894,74,7,4,0,11994,0
18072122804199977,17841401444333135,pepecollaco,"Pepê Collaço","JUSTIÇA PARA O CASO ORELHA! 🚨

Votei SIM pela federalização do Caso Orelha.✅

Esse episódio chocou Santa Catarina e todo o Brasil. Um ato de violência cruel contra um animal indefeso, que mobilizou a sociedade e levantou um debate urgente: até quando crimes assim ficarão impunes?

A federalização é um passo importante para garantir uma investigação mais ampla, rigorosa e transparente, assegurando que todos os responsáveis sejam identificados e punidos.

Não se trata apenas de um caso isolado.
Trata-se de combater os maus-tratos, proteger os animais e dar uma resposta clara à sociedade de que a violência não pode ser tolerada.

Quem maltrata um animal comete um crime grave e precisa responder por isso.

Seguirei defendendo justiça, proteção aos animais e conscientização da população.

📢 Justiça precisa ser feita.

Acompanhe, comente e compartilhe para que essa causa siga ganhando força.

#Justiça #CasoOrelha #ContraMausTratos #ProteçãoAnimal #SantaCatarina Alesc PepêCollaço",0,"03/14/2026 05:24",https://www.instagram.com/p/DV3VpfeAM5g/,"Imagem do Instagram",,Total,8046,100,19,24,0,5287,1
18110509987759914,17841401444333135,pepecollaco,"Pepê Collaço","AUTISMO É PRIORIDADE 💙

Participei da inauguração da AMA em Rio Rufino, um espaço que nasce para acolher, apoiar e transformar a vida de muitas famílias.

A causa do autismo precisa de atenção, estrutura e políticas públicas de verdade. Cada iniciativa como essa fortalece a rede de apoio e mostra que estamos avançando no caminho da inclusão.

Seguimos firmes na defesa das pessoas com TEA, trabalhando por mais diagnóstico, atendimento especializado e apoio às famílias. Porque incluir é compromisso com a dignidade e com o futuro.

Parabéns a todos que lutaram para tornar esse sonho realidade! 👏

Acompanhe, compartilhe e siga fortalecendo essa causa conosco. 💙

#AutismoÉPrioridade #AbrilAzul #ConhecerParaIncluir #PepêPeloAutismo #Inclusão RioRufino SantaCatarina",89,"03/15/2026 11:25",https://www.instagram.com/reel/DV6jzptANP3/,"Reel do Instagram",,Total,9759,101,14,9,1,7215,0
18386796589156322,17841401444333135,pepecollaco,"Pepê Collaço","É UMA HONRA! 🤝

É uma honra receber o reconhecimento como o deputado que mais destinou recursos para a Amurel, mesmo que de brincadeira! 🤭

Mais do que um prêmio, isso representa algo muito importante: a palavra que demos lá na campanha sendo cumprida.

Desde o início do mandato, nosso objetivo sempre foi claro:
ajudar a desenvolver as cidades da nossa região e melhorar a vida das pessoas de forma concreta.

Cada recurso destinado significa mais obras, mais serviços e mais oportunidades para quem vive aqui.

Seguimos firmes, trabalhando por cada município e por todas as pessoas que fazem parte dessa região.

O reconhecimento é importante, mas o que realmente importa é continuar entregando resultado para a nossa gente.

Vamos em frente! 🚀

#Amurel #SulCatarinense #SantaCatarina #TrabalhoQueEntrega #PepêCollaço DeputadoEstadual DesenvolvimentoRegional MandatoPresente",8,"03/15/2026 16:50",https://www.instagram.com/reel/DV7Io-KjQU4/,"Reel do Instagram",,Total,22708,102,43,13,1,13652,0
17943740796137856,17841401444333135,pepecollaco,"Pepê Collaço","UNIDOS PELO RIO URUSSANGA 🌊

Quando falamos em redragagem do Rio Urussanga, falamos de prevenção, segurança e cuidado com a nossa região.

O assoreamento do rio aumenta o risco de enchentes e prejudica famílias, lavouras, estradas e toda a economia local. Por isso, defender a limpeza e a recuperação do rio é uma pauta urgente.

Seguimos unidos por essa causa, buscando soluções para proteger nossas cidades e garantir mais tranquilidade para quem vive e trabalha no Sul de Santa Catarina.

Cuidar dos rios é cuidar das pessoas. 🤝

#RioUrussanga #RedragagemJá #SulCatarinense #Infraestrutura #PrevençãoDeEnchentes SantaCatarina PepeCollaço",0,"03/16/2026 07:08",https://www.instagram.com/p/DV8rEJIjcGz/,"Imagem do Instagram",,Total,3110,45,2,2,0,1933,0
18079216631091028,17841476564631074,portaldonnadanoticia,"𝘋𝘰𝘯𝘯𝘢 𝘥𝘢 𝘕𝘰𝘵𝘪𝘤𝘪𝘢","O deputado estadual Pepê Collaço destacou, em entrevista à Jovem Pan Tubarão, que já destinou mais de R$ 60 milhões para municípios da Amurel nos três primeiros anos de mandato, sendo R$ 20 milhões apenas para Tubarão.",65,"03/16/2026 07:15",https://www.instagram.com/reel/DV8sQN7ElFm/,"Reel do Instagram",,Total,3232,71,2,7,0,,
17915584965318386,17841401444333135,pepecollaco,"Pepê Collaço","MENOS CUSTO, MAIS CUIDADO COM OS HOSPITAIS☀️🏥

Aprovamos na Alesc um projeto importante para os hospitais filantrópicos de Santa Catarina.

A proposta permite o uso de recursos do Fundo Social para a instalação de painéis solares nessas instituições, ajudando a reduzir a conta de energia e dando mais fôlego financeiro para quem salva vidas todos os dias.

É uma medida que une responsabilidade, economia e cuidado com as pessoas. Com menos despesas, os hospitais podem direcionar mais recursos para manter e qualificar o atendimento à população.

Seguimos trabalhando por soluções concretas para fortalecer a saúde em Santa Catarina. 🤝

#PepeCollaço #SantaCatarina #Alesc #HospitaisFilantrópicos #SaúdeSC",0,"03/18/2026 14:06",https://www.instagram.com/p/DWCkUfKgRkT/,"Imagem do Instagram",,Total,8840,145,33,18,2,5761,0
18056565071467436,17841401444333135,pepecollaco,"Pepê Collaço","MENOS DISCURSO, MAIS RESULTADO 🏥✅

A nova máquina de endoscopia já chegou em Jacinto Machado e eu fui conferir pessoalmente se está tudo pronto pra começar a atender a população.

É assim que a gente acredita na política:
buscar o recurso, acompanhar de perto e garantir que ele vire resultado de verdade na vida das pessoas.

Esse equipamento vai trazer mais agilidade nos exames e ampliar o atendimento pra quem precisa. Mais saúde, mais dignidade e mais eficiência! 👏

E essa conquista tem parceria! Trabalho sério junto com a vereadora Grazi e a vice-prefeita Noeli, sempre pensando no melhor pra nossa gente.

Nosso compromisso é claro:
menos discurso e mais resultado.

Acompanhe, compartilhe e siga nosso trabalho! 🤝

#SaúdePública #JacintoMachado #MaisSaúde #ResultadoDeVerdade #TrabalhoQueAparece PepêCollaço SantaCatarina",0,"03/19/2026 10:34",https://www.instagram.com/reel/DWExUaWgHZf/,"Reel do Instagram",,Total,7378,109,4,6,0,6215,0
18114721429730594,17841406141274821,felipedordete,"Felipe Dordete","Hoje compartilho uma grande conquista para nossa cidade de Forquilhinha! 🙌

Com muito trabalho, diálogo e compromisso com a população, conseguimos viabilizar novos recursos para a educação do nosso município. Esse investimento vai contribuir diretamente para melhorar a qualidade do ensino, oferecer mais estrutura às escolas e dar melhores condições para nossos alunos e professores.

Acredito que a educação é a base de tudo, e seguir lutando por ela é investir no futuro da nossa gente. 💙📚

Seguimos trabalhando com seriedade e responsabilidade para trazer mais avanços para Forquilhinha!

#forquilhinhas #educação #trabalhoquedáresultado #compromissocomagente",0,"03/20/2026 05:43",https://www.instagram.com/p/DWG0_pMEfVi/,"Carrossel do Instagram",,Total,10228,115,15,21,0,,
17995812554923670,17841401444333135,pepecollaco,"Pepê Collaço","A última vai te surpreender! 👀🍍

Comenta aqui a que você achou mais curiosa! 🤭",0,"03/20/2026 14:48",https://www.instagram.com/p/DWHzUh1gdmZ/,"Carrossel do Instagram",,Total,9231,192,21,22,5,4188,2
18099978394766972,17841401444333135,pepecollaco,"Pepê Collaço","ENERGIA SOLAR PARA QUEM SALVA VIDAS ☀️❤️

Reduzir custos e dar mais fôlego financeiro aos hospitais filantrópicos também é cuidar das pessoas.

Nosso projeto permite que recursos do Fundo Social sejam destinados à instalação de painéis solares nessas instituições. Menos conta de luz, mais recursos para manter serviços, estrutura e atendimento de qualidade.

Esse é o tipo de medida que gera economia, fortalece os hospitais e ajuda quem mais precisa.

#PepeCollaço #Alesc #SantaCatarina #HospitaisFilantrópicos #EnergiaSolar SaúdeSC FundoSocial TrabalhoQueDáResultado PolíticaSC CuidarDasPessoas",0,"03/22/2026 11:27",https://www.instagram.com/reel/DWMlY0GgGV-/,"Reel do Instagram",,Total,5885,78,20,8,1,12880,0
18084682163585820,17841401444333135,pepecollaco,"Pepê Collaço","REDRAGAGEM É PRIORIDADE

Essa é uma luta antiga.
E eu sempre estive do mesmo lado: o lado das pessoas.

Muito antes defendíamos a redragagem dos rios Tubarão e Urussanga e a atualização desses projetos.

Porque quem vive nessas regiões sabe o que é passar por isso…
a cada chuva forte, volta o medo. 😔

É água entrando em casa.
É família perdendo o que construiu a vida inteira.

Não dá mais pra aceitar que isso se repita.

A redragagem é uma ação essencial.
É prevenção, é segurança e é respeito com quem mais sofre.

Seguimos cobrando, atualizando os projetos e buscando solução de verdade.
Porque cuidar das pessoas também é antecipar problemas. 🙏

Acompanhe, comente e compartilhe.
#Infraestrutura #Prevenção #RioTubarão #RioUrussanga #SantaCatarina PepêCollaço",0,"03/24/2026 14:10",https://www.instagram.com/reel/DWSB0lWAfTj/,"Reel do Instagram",,Total,11399,85,6,3,0,9536,3
18116830186649172,17841401444333135,pepecollaco,"Pepê Collaço","ORGULHO PROGRESSISTA! 💙",0,"03/25/2026 18:36",https://www.instagram.com/p/DWVFbCkjZde/,"Carrossel do Instagram",,Total,11995,187,10,15,0,4891,5
17872569948578753,17841401444333135,pepecollaco,"Pepê Collaço","#TBT QUE VIRA COMPROMISSO 🐾

Hoje é dia de lembrar… mas também de reforçar aquilo que a gente acredita.

Esse #TBT é da ação de castração animal que acompanhamos em Lages 🐶🐱Um trabalho sério, que ajuda a controlar a população, evita abandono e garante mais dignidade aos nossos animais. 

E em tempos em que vemos tantos casos de maus-tratos, é importante lembrar: a gente não se cala.

✔️ Incentivamos políticas públicas de castração
✔️ Destinamos recursos para diversos municípios
✔️ Defendemos a investigação e punição de crimes contra os animais

Seguimos firmes, porque cuidar dos animais também é cuidar da nossa sociedade.

Vamos juntos nessa causa 🤝🐾Comente, compartilhe e acompanhe nosso trabalho.

#TBT #ProteçãoAnimal #CastraçãoResponsável SantaCatarina BemEstarAnimal ChegaDeMausTratos PolíticaQueF",50,"03/26/2026 16:20",https://www.instagram.com/reel/DWXZ9N9DTsn/,"Reel do Instagram",,Total,4393,106,15,7,3,3235,2
18176512939382317,17841401444333135,pepecollaco,"Pepê Collaço","ENERGIA SOLAR PARA FORTALECER QUEM SALVA VIDAS ☀️❤️

A conta de luz pesa no orçamento dos hospitais filantrópicos e afeta diretamente a saúde financeira dessas instituições.

Nosso projeto aprovado na Alesc cria uma alternativa concreta: permitir que recursos do Fundo Social sejam destinados à instalação de painéis solares.

Com menos gasto com energia, os hospitais podem ganhar mais equilíbrio financeiro e mais capacidade para seguir atendendo com qualidade.

É assim que a boa política funciona: com soluções práticas, economia e cuidado com as pessoas.

Acompanhe o carrossel e entenda essa proposta. ➡️

#PepeCollaço #Alesc #SantaCatarina #EnergiaSolar #HospitaisFilantrópicos SaúdeSC FundoSocial TrabalhoQueDáResultado PolíticaComPropósito",0,"03/27/2026 08:34",https://www.instagram.com/p/DWZKHHEgFri/,"Carrossel do Instagram",,Total,11678,43,19,7,0,7802,3
18075091364539833,17841401444333135,pepecollaco,"Pepê Collaço","O pau que rola nas redes é que vale a pena ter deputado na região… será? 🤔

Quando a conversa sai da internet e vai pra vida real, a resposta aparece no trabalho feito, na cobrança e no resultado.

São mais de 60 ruas com ação, articulação e encaminhamento por quem conhece de perto a realidade de Tubarão. 🛣️📍

Porque mandato de verdade não vive só de discurso.
Vive de presença, compromisso e entrega.
Acompanhe e compartilhe. 📲

#PepêCollaço #SantaCatarina #SulDeSC #MandatoPresente",96,"03/29/2026 11:23",https://www.instagram.com/reel/DWemlKZkQn7/,"Reel do Instagram",,Total,171506,1441,478,137,25,102431,128
18094544249017782,17841401444333135,pepecollaco,"Pepê Collaço","INVESTIMENTO QUE TRANSFORMA 🧩

No mês do Abril Azul, reforçamos uma pauta que precisa ser permanente: o cuidado, a inclusão e o investimento em políticas públicas para as pessoas com autismo.

Temos destinado emendas para projetos em várias regiões de Santa Catarina. E o projeto de natação para crianças carentes com autismo, desenvolvido pelo @liratenisclube , é um deles.

É muito bonito acompanhar de perto o retorno desse trabalho. Ver o desenvolvimento das crianças, a evolução em cada etapa e o impacto positivo na vida das famílias mostra que investir em inclusão é investir em futuro, dignidade e qualidade de vida.

Seguimos firmes, apoiando iniciativas que fazem a diferença na prática e ajudam a construir um estado mais humano e mais inclusivo. 💙

Acompanhe e compartilhe.

#AbrilAzul #AutismoÉPrioridade #ConhecerParaIncluir #PepêPeloAutismo #TEA",102,"04/01/2026 06:28",https://www.instagram.com/reel/DWlyjIAgJDv/,"Reel do Instagram",,Total,34801,515,37,29,5,20536,7
18197882929342048,17841411983817586,lzindaial87,"Luiz Alberto Tonet","Hoje é  dia 02 de abril,  dia enfatizar avanços e lutas ainda temos ter sobre autismo,  mitos e verdades, @pepecollaco vem anos fazendo eximo trabalho, como outros parlamentares da @assembleiasc que  reconhece necessidade de um olhar mais afetivo 

Aqui reconhece Indaial,  temos  @maesatipicasdeindaial sem muita visibilidade,  mas muita garra, parabéns!",68,"04/02/2026 02:55",https://www.instagram.com/reel/DWn_f1ajtCb/,"Reel do Instagram",,Total,1991,64,6,1,0,,
18103987951915347,17841401444333135,pepecollaco,"Pepê Collaço","RECONHECIMENTO QUE NOS MOVE 💙

Recebi com muita gratidão uma moção de aplausos da Câmara de Vereadores de Tubarão pelos projetos voltados ao autismo, entregue pelo vereador Maurício.

Esse reconhecimento é, acima de tudo, um sinal de que estamos no caminho certo: trabalhando por políticas públicas que realmente fazem a diferença na vida das pessoas.

As ações e leis voltadas ao autismo têm sido uma das nossas prioridades porque incluir é mais do que um dever, é um compromisso com o futuro.

Meu muito obrigado a todos os vereadores pela homenagem e pela parceria nessa causa tão importante.

Seguimos firmes! 💙

#AutismoÉPrioridade #AbrilAzul #Inclusão #PolíticasPúblicas #SantaCatarina TubarãoSC PepêCollaço",0,"04/03/2026 14:21",https://www.instagram.com/p/DWrzXfMAS8D/,"Carrossel do Instagram",,Total,6330,128,10,7,0,2976,0
18179185780386402,17841401444333135,pepecollaco,"Pepê Collaço","RECONHECIMENTO QUE NOS MOTIVA 🙏✨

Receber essa homenagem da STAN (Associação Tubaronense de Apoio às Famílias) é mais do que uma honra… é a certeza de que estamos no caminho certo.

Cada ação, cada projeto e cada luta têm um propósito: cuidar das pessoas, fortalecer as famílias e construir uma sociedade mais inclusiva.

Seguimos firmes, com ainda mais responsabilidade e compromisso! 🤝

Vamos juntos fazer a diferença! 💙

#Gratidão #TrabalhoQueTransforma #Inclusão #Família #SantaCatarina PepêCollaço",0,"04/06/2026 08:39",https://www.instagram.com/p/DWy6VG0APMa/,"Imagem do Instagram",,Total,4992,129,15,20,1,3304,3
17953011665962132,17841403377296401,radiocidadetb,"Rádio Cidade Tubarão","O deputado @pepecollaco destacou o mês de conscientização do autismo e o trabalho da Frente Parlamentar na discussão de políticas públicas para o tema. Ele enfatizou a importância do diagnóstico precoce, do apoio às famílias e da ampliação de profissionais especializados nas áreas de saúde, educação e assistência social.

Também apresentou um projeto que propõe a continuidade do professor auxiliar para alunos autistas ao longo da vida escolar, evitando a quebra de vínculo. Além disso, citou iniciativas como salas sensoriais nas escolas e terapias assistidas com animais como formas de apoio ao desenvolvimento e bem-estar dessas crianças.

#autismo #tea #jornalismo #politica #lei",51,"04/06/2026 09:24",https://www.instagram.com/reel/DWy_mNHgfh3/,"Reel do Instagram",,Total,2708,71,7,8,0,,
18405435850181700,17841401444333135,pepecollaco,"Pepê Collaço","AUTISMO É PRIORIDADE 💙

Abril é o mês de conscientização, mas o nosso compromisso é o ano inteiro.

Aqui na Alesc, estamos trabalhando com projetos que fazem a diferença na vida das pessoas com TEA e suas famílias 👇

📚 Inclusão nas escolas com o PIA, garantindo aprendizado mais justo
🎬 Cine Azul, já aprovado, promovendo lazer adaptado
👨‍🏫 Continuidade do Professor 2, trazendo mais segurança e vínculo para os alunos

Mais do que falar, é agir.
Política pública de verdade é aquela que transforma vidas.

Seguimos firmes por mais inclusão, respeito e oportunidades 💙

👉 Acompanhe, comente e compartilhe para fortalecer essa causa!

#AbrilAzul #AutismoÉPrioridade #ConhecerParaIncluir #Inclusão #TEA SantaCatarina Alesc PepêPeloAutism",0,"04/08/2026 10:12",https://www.instagram.com/p/DW4OzcjAOBh/,"Carrossel do Instagram",,Total,6181,58,31,14,0,6670,1
18087554342214810,17841406794096441,gazetamais,Gazeta+,"Deputado Estadual Pepê Collaço cumpre agenda no Vale Norte e visita usina de concreto em Witmarsum

Na oportunidade, o parlamentar também firmou importantes parcerias para o desenvolvimento do município.",229,"04/09/2026 15:22",https://www.instagram.com/reel/DW7WQxiDGLm/,"Reel do Instagram",,Total,3541,92,6,8,0,,
18088439765520125,17841401444333135,pepecollaco,"Pepê Collaço","MAIS PAVIMENTAÇÃO, MAIS QUALIDADE DE VIDA 🛣️

Uma máquina que vai acelerar obras, reduzir custos e levar mais infraestrutura pra quem vive aqui.

Isso é investimento que vira resultado de verdade na ponta.

Seguimos trabalhando, junto com o prefeito @prefeitopauli_vicesergio para melhorar a vida das pessoas e desenvolver nossa região 🤝

Acompanhe, compartilhe e siga nosso trabalho!

#InfraestruturaSC #Witmarsum #AltoVale #TrabalhoQueDáResultado #SantaCatarina PepeCollaço",42,"04/10/2026 08:23",https://www.instagram.com/reel/DW9LIjfgFbP/,"Reel do Instagram",,Total,6961,146,38,12,3,20243,3
18117306994636956,17841401444333135,pepecollaco,"Pepê Collaço","AUTISMO E O PAPEL DO PAI 🧩

A ciência começa a mostrar que o cuidado vai além da gestação.

A saúde do pai antes da concepção também pode influenciar o desenvolvimento da criança.

Não é sobre culpa. É sobre consciência. 💙

👉 Compartilhe e leve informação.

#AbrilAzul #AutismoÉPrioridade #ConhecerParaIncluir #PepêPeloAutismo",0,"04/11/2026 13:59",https://www.instagram.com/p/DXAXQawkeNH/,"Carrossel do Instagram",,Total,18187,96,68,8,9,8381,17
17933329614215534,17841401444333135,pepecollaco,"Pepê Collaço","AUTISMO 🧩",111,"04/13/2026 12:47",https://www.instagram.com/reel/DXFXtFciYUT/,"Reel do Instagram",,Total,16172,91,39,11,3,9401,6
18570686446056302,17841401444333135,pepecollaco,"Pepê Collaço","NÃO É SÓ TECNOLOGIA ⚠️

Parece inovação. 
Parece só evolução. 

Mas por trás, tem algo maior: coleta de dados em escala real.

Do jogo ao carro conectado… 
quem entende isso, sai na frente. 

Tecnologia, sim. 
Mas com consciência e estratégia. 

👉 E você, já tinha pensado nisso? Comente e compartilhe.

#Inovação #Tecnologia #Dados #InteligênciaArtificial #Futuro SantaCatarina PepêCollaço",0,"04/14/2026 11:00",https://www.instagram.com/p/DXHxENNkagh/,"Carrossel do Instagram",,Total,3402,33,12,0,0,1815,0
18168561904411390,17841401444333135,pepecollaco,"Pepê Collaço","AUTISMO É PRIORIDADE 💙

Todo pai e toda mãe de uma criança com autismo já se fez essa pergunta:

Será que meu filho vai ser bem tratado na escola?
Vai ter acompanhamento de verdade?

Essas inseguranças são reais — e precisam acabar.

Por isso, estamos trabalhando em projetos que garantem mais inclusão, como a criação de protocolos nas escolas, com atividades adaptadas e mais estabilidade no aprendizado. 📚

Também avançamos com iniciativas como o Cine Azul, garantindo lazer com acolhimento para crianças com TEA e suas famílias. 🎬

Porque no fim, não é só sobre política.
É sobre dar segurança, dignidade e respeito para quem mais precisa.

Acompanhe, compartilhe e participe dessa causa. 👇

#AutismoÉPrioridade #AbrilAzul #Inclusão #EducaçãoInclusiva #TEA SantaCatarina PepeCollaco",54,"04/15/2026 13:20",https://www.instagram.com/reel/DXKkyJECden/,"Reel do Instagram",,Total,10062,169,33,17,2,6702,18
18089561423242692,17841468196131313,teatapera,"PROJETO TEA TAPERA","Hoje recebemos a visita do vereador de Florianópolis @mama_floripa , dos deputados estaduais @pepecollaco e o presidente da Assembleia Legislativa @juliogarciasc 
Vocês serão sempre bem vindos no nosso projeto! 
Foi um momento muito importante para apresentar de perto o trabalho que vem sendo desenvolvido, compartilhar nossas lutas, conquistas e, principalmente, reforçar a importância de iniciativas que transformam vidas todos os dias.

✨🧩",0,"04/15/2026 17:01",https://www.instagram.com/p/DXK-vcQD-8a/,"Imagem do Instagram",,Total,10816,220,16,30,0,,
