"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
18075831007931271,17841401444333135,pepecollaco,"Pepê Collaço","💰 QUEM ERA O BILIONÁRIO DO IMPÉRIO? 
Muito antes do Brasil ser industrial, Barão de Mauá já sonhava com um país moderno com trens, bancos, navios e tecnologia nacional.
Um homem que construiu o futuro com as próprias mãos.

#BarãoDeMauá #HistóriaDoBrasil #ImpérioDoBrasil #Progresso #EngenhoEBrasilidade #BrasilImperial #GrandesBrasileiros #IrineuEvangelista #HistóriaNacional #EmpreendedorismoHistórico",0,"10/21/2025 15:38",https://www.instagram.com/p/DQFpwmZjang/,"Carrossel do Instagram",,Total,6058,2273,38,12,0,3,2
18193775347325367,17841401444333135,pepecollaco,"Pepê Collaço","Parabéns, meu amor, Bruna! 😍
Muitos anos de vida. Você é uma mulher incrível, inteligente, forte e uma mãe maravilhosa para nossas duas meninas. Admiro tudo em você e me sinto grato por ter você ao meu lado.
Te amo. ❤️",0,"10/17/2025 07:18",https://www.instagram.com/p/DP6dZgvjYL-/,"Imagem do Instagram",,Total,26429,4211,229,1,0,22,4
18054900461280197,17841401444333135,pepecollaco,"Pepê Collaço","OUTUBRO ROSA É COISA SÉRIA 💗

O câncer de mama e do colo do útero precisam ser falados com clareza e coragem.

🩷 Diagnóstico precoce salva vidas.
🩺 Exame clínico e preventivo são essenciais.
👩‍⚕️ Informação é cuidado!

Nosso mandato apoia ações que protegem a saúde da mulher com recursos, presença e compromisso.

➡️ Assista, compartilhe e cuide de quem você ama!
#OutubroRosa #SaúdeDaMulher #DeputadoPepê #SCLevadoASério #PrevençãoSalvaVidas #MulheresFortes #Alesc",79,"10/16/2025 14:24",https://www.instagram.com/reel/DP4ovpeAD6x/,"Reel do Instagram",,Total,12180,7890,211,44,7,24,1
18105413911608047,17841401444333135,pepecollaco,"Pepê Collaço","Que Deus continue abençoando o nosso casamento, fortalecendo o amor e a parceria que construímos todos os dias.
Ao teu lado, cada momento se torna mais leve, mais bonito e cheio de sentido.
Obrigado por tudo o que faz por nós, por cada gesto de carinho, por me escolher e caminhar comigo nessa vida.
Que venham muitos e muitos anos de amor, risadas e sonhos compartilhados. ❤️",0,"10/15/2025 12:20",https://www.instagram.com/p/DP12XdKgZcn/,"Imagem do Instagram",,Total,14322,6615,310,1,6,20,4
18058504427233022,17841401444333135,pepecollaco,"Pepê Collaço","VOCÊ REALMENTE CONHECE NOSSO PRIMEIRO IMPERADOR?
Apaixonado, polêmico, decisivo. Dom Pedro I foi muito mais que o “grito do Ipiranga”.
🛡 Rompeu com Portugal, estruturou o Brasil e marcou nossa independência.
Mas por que sua história foi apagada?
👉 Chegou a hora de resgatar o legado do Brasil Imperial!

#HistóriaDoBrasil #DomPedroI #BrasilImperial #Independência #PepeCollaço",0,"10/14/2025 16:24",https://www.instagram.com/p/DPztjIGjalF/,"Carrossel do Instagram",,Total,5602,1842,38,8,0,5,1
18094326562692926,17841454727135204,edneiguesser,"Ednei Guesser","OS RECURSOS ESTÃO CHEGANDO!

É com satisfação que anunciamos a chegada de R$ 350.000,00 para Antônio Carlos!

​Este recurso é fruto do trabalho e empenho do Deputado Estadual Pepê Collaço, que, em parceria com os vereadores da bancada do Progressistas, destinou a verba para a pavimentação de duas vias importantes do nosso município: a Rua Saul Scherer e a Rua Zeno Pauli.",48,"10/14/2025 14:00",https://www.instagram.com/reel/DPzdAU5EZrP/,"Reel do Instagram",,Total,5814,3418,148,17,0,4,0
18084553258939897,17841401444333135,pepecollaco,"Pepê Collaço","🌸 FORÇA E DEDICAÇÃO QUE INSPIRAM!

O Clube de Mães é um exemplo de como o trabalho coletivo transforma vidas. 💪
Enviei R$ 100 mil em emendas para fortalecer esse projeto e hoje ver essas máquinas de costura chegando é emocionante. Elas representam o começo de uma nova fase, que vai gerar renda, oportunidades e autoestima para muitas famílias. 🧵❤️

Esse é o tipo de resultado que mostra que vale a pena acreditar e investir nas pessoas.

#TrabalhoQueTransforma #PPColasso #ClubeDeMães #EmpreendedorismoFeminino",49,"10/13/2025 12:45",https://www.instagram.com/reel/DPwvErmAQxZ/,"Reel do Instagram",,Total,9619,14309,242,30,8,13,2
18077805614120934,17841401444333135,pepecollaco,"Pepê Collaço","🌈 Feliz Dia das Crianças!

Que todas as crianças possam sentir a alegria de viver dentro de um desenho animado onde o céu tem as cores da imaginação, os amigos são heróis e vilões que ensinam, e cada brincadeira é uma aventura sem fim.

Que nunca falte o riso leve, o sonho grande e a magia de acreditar que tudo é possível. 💫",10,"10/12/2025 07:44",https://www.instagram.com/reel/DPtoAm2DaIS/,"Reel do Instagram",,Total,3644,2079,83,2,0,4,0
18412059511117355,17841401444333135,pepecollaco,"Pepê Collaço","CORAGEM PELA DEMOCRACIA

A perseguição de um regime autoritário que transformou a Venezuela num país sem voz e sem liberdade. É isso que a Maria Corina Machado levantou sua voz contra. 

Mesmo sob clandestinidade, ela foi reconhecida com o Prêmio Nobel da Paz, símbolo de resistência e esperança para milhões de venezuelanos que sonham com o retorno da democracia. 🌎✨

O regime chavista, que se diz popular, fechou jornais, calou opositores e destruiu a economia de uma das nações mais ricas da América Latina. Transformou o petróleo em escassez, o debate em silêncio e o voto em ameaça.

Mas a história mostra: nenhuma ditadura dura para sempre.
A coragem de quem defende a liberdade é o que reacende a chama da democracia mesmo quando a escuridão parece total. 🔥

Ditaduras tem medo da verdade.
E a verdade é simples um país só é forte quando seu povo é livre para pensar, falar e escolher.

👉 Que o exemplo da Venezuela sirva de alerta: onde a liberdade é ameaçada, a tirania cresce.
E onde há coragem, a democracia sempre renasce.

Repost: 🎥 @conexaopoliticabrasil 

#LiberdadeSempre #DemocraciaÉOQueNosUne #ContraTodaDitadura",171,"10/11/2025 13:36",https://www.instagram.com/reel/DPrrpj0AQyz/,"Reel do Instagram",,Total,5202,12345,202,7,2,0,6
18536221396047587,17841405571412111,airesdocesoca,"Aires Dos Santos","Mais recursos chegando para Garopaba! 
Um investimento de R$ 1,5 milhão, destinado à Secretaria de Infraestrutura para a pavimentação de 14 ruas, com apoio do deputado @pepecollaco 
No último dia 2, ele esteve na cidade junto ao prefeito @juniorabreuoficial e ao vice @gutochavesoficial , entregando as ordens de serviço.

E vem muito mais por aí! 📚✨
Novas conquistas estão sendo articuladas, especialmente na educação, reforçando nosso compromisso com o desenvolvimento de Garopaba",43,"10/08/2025 13:27",https://www.instagram.com/reel/DPj8QJnkaHe/,"Reel do Instagram",,Total,4022,2487,161,3,3,10,0
18080074649088635,17841401444333135,pepecollaco,"Pepê Collaço","ELE QUIS LIBERTAR O BRASIL… ANTES DE TODO MUNDO 🧠🔥

Enquanto o país ainda se organizava como nação, José Bonifácio já falava em educação e liberdade para o Brasil. 🇧🇷

Pagou um preço alto por isso.
Mas plantou a ideia que mudou nossa história.

👉 O que você faria no lugar dele?

#VisãoDeFuturo #BrasilLivre #JoséBonifácio #HistóriaDoBrasil #PepêCollaço #ConsciênciaHistórica #Independência #LiderançaDeVerdade",0,"10/08/2025 06:26",https://www.instagram.com/p/DPjMVGJDWOy/,"Carrossel do Instagram",,Total,3781,923,34,2,0,1,1
17881364808282124,17841401444333135,pepecollaco,"Pepê Collaço","🌦️ Faça chuva, faça sol, tem obra em Pescaria Brava!
Hoje foi dia de inaugurar a Rua do Colégio Palmira de Moraes chamada Rua Zenir Luz Vicente.

💪 Com R$ 250 mil em recursos destinados pelo deputado Pepê Collaço, a cidade segue crescendo com mais acesso, segurança e qualidade de vida pra quem vive aqui.

🤝 Parceria que dá resultado: Prefeitura de Pescaria Brava + mandato presente = obras acontecendo de verdade!

📍 Pescaria Brava segue firme, transformando cada rua em um passo a mais no desenvolvimento da cidade.

#PescariaBrava #ObraEntregue #PepêCollaço #PrefeitoHenrique #TrabalhoQueTransforma #Infraestrutura #SantaCatarina #MaisAcesso #MaisDesenvolvimento #JuntosPorSC",40,"10/06/2025 13:41",https://www.instagram.com/reel/DPey-4XkS4x/,"Reel do Instagram",,Total,20199,18384,391,130,8,36,1
18356115520090894,17841401444333135,pepecollaco,"Pepê Collaço","BOLA DENTRO PELO ESPORTE! ⚽️

A revitalização do campo em Criciúma recebeu R$ 400 mil em emenda do nosso mandato, em parceria com o trabalho do @miridagostim e do prefeito @vaguinhoespindola 

Mais que futebol, esse investimento é qualidade de vida, lazer e oportunidade para a comunidade! 💪

#EsporteÉTransformação #Criciúma #PepêCollaço #TrabalhoPelosCatarinenses #SantaCatarina",71,"10/05/2025 10:06",https://www.instagram.com/reel/DPb3ExwgG7r/,"Reel do Instagram",,Total,13524,23516,265,17,1,14,3
17928193791026673,17841401444333135,pepecollaco,"Pepê Collaço","MAIS CUIDADO COM A NOSSA GENTE 🚐💙

Praia Grande ganhou mais do que uma van — ganhou mais mobilidade pra quem precisa ir atrás de saúde, educação e oportunidades.

Essa entrega é fruto de parceria e compromisso com o município e com o prefeito Fanica, que conhece de perto as necessidades da população.

Cada recurso, cada veículo, é um passo pra aproximar o serviço público de quem mais precisa. 👊

#TrabalhoQueAcontece #PraiaGrande #SantaCatarina #PepêCollaço #ParceriaQueTransforma #MaisSaúde #MaisEducação #DeputadoEstadual #Alesc",59,"10/04/2025 14:19",https://www.instagram.com/reel/DPZvCR3kagJ/,"Reel do Instagram",,Total,17598,13094,207,15,3,7,2
18291242593283714,17841401444333135,pepecollaco,"Pepê Collaço","GAROPABA NO ASFALTO! 🛣️🚧

Mais investimentos para melhorar a mobilidade e a qualidade de vida da população!

Com apoio do prefeito e do vice, garantimos recursos importantes para a pavimentação de vias no município. Um passo firme para o desenvolvimento, para o acesso mais seguro e para a valorização dos bairros.

Infraestrutura é prioridade porque muda a realidade das pessoas. E quando o recurso chega, a transformação acontece.

📍Seguimos juntos por uma Garopaba que avança com responsabilidade e compromisso!

➡️ Acompanhe nosso mandato e compartilhe com quem vive essa conquista!

#PepêCollaço #Garopaba #InfraestruturaQueTransforma #SantaCatarinaQueAnda #MandatoPresente #SCLevadoASério #ObraBoaÉEntregue",43,"10/03/2025 09:30",https://www.instagram.com/reel/DPWo86PDZA6/,"Reel do Instagram",,Total,12088,13575,177,16,5,13,2
18056501141403472,17841400642302773,dra.giovanagalato,giovanagalato,"📍 Florianópolis – Secretaria de Estado da Saúde

Na tarde de ontem, estivemos em reunião com o secretário de Estado da Saúde, Diogo Demarchi Silva, acompanhados do deputado estadual Pepê Colasso, do nosso prefeito municipal Ademir e da nossa vice-prefeita Nega.

Na oportunidade, recebemos a confirmação da emenda parlamentar de R$ 600 mil, destinada para a compra de equipamentos de Ultrassom e Raio-X, que irão compor o nosso futuro Centro de Imagem.

Estamos em tratativas finais para aprovação junto à Vigilância Sanitária e, em breve, daremos início a esse projeto pioneiro de ampliação e construção do Centro de Imagem do nosso Pronto Atendimento 24 horas.

👏 Um passo importante para garantir mais qualidade, agilidade e resolutividade na saúde do nosso município!",4,"10/02/2025 14:26",https://www.instagram.com/reel/DPUeMgqDsH6/,"Reel do Instagram",,Total,3823,1787,65,4,0,5,0
18079324729994807,17841401444333135,pepecollaco,"Pepê Collaço","Qual a sua opinião sobre COTAS pra outros estados? 👀

#UDESC #COTAS",73,"10/01/2025 15:11",https://www.instagram.com/reel/DPSGfrrjTXm/,"Reel do Instagram",,Total,18548,13416,373,22,3,30,3
18060792083136599,17841401444333135,pepecollaco,"Pepê Collaço","130 ANOS DE AMIZADE 🇧🇷🤝🇯🇵

Uma história de respeito e cooperação que fortalece Santa Catarina!
Promovemos na Alesc uma sessão especial em homenagem aos 130 anos do Tratado de Amizade entre Brasil e Japão, celebrando a contribuição da comunidade japonesa no nosso estado.

Da agricultura à cultura, do esporte à educação essa herança enriquece nossa identidade e inspira novas gerações! 🌸🥋🍎

Foi uma honra receber representantes das associações nipo-brasileiras e o cônsul-geral Yasuhiro Mitsui, reafirmando os laços com a província de Aomori.

Santa Catarina é feita de muitas culturas e todas elas merecem reconhecimento! 🙌

👉 Acompanhe nosso mandato aqui!

#BrasilJapão130Anos #IntercâmbioCultural #SCPluricultural #PepêCollaço #Alesc #SantaCatarina #ComunidadeJaponesa #Diplomacia #SessãoEspecial #TradiçãoEInovação",46,"09/30/2025 10:56",https://www.instagram.com/reel/DPPDM-MAP3K/,"Reel do Instagram",,Total,11364,13797,226,43,3,5,4
18083847751936882,17841401444333135,pepecollaco,"Pepê Collaço","130 ANOS DE AMIZADE 🇧🇷🤝🇯🇵

Santa Catarina tem orgulho da contribuição da comunidade japonesa para o nosso estado.
Da agricultura à indústria, do esporte à cultura, os descendentes de imigrantes ajudaram a escrever uma história de coragem, disciplina e união.

Celebramos e Homenageamos os 130 anos do Tratado de Amizade Brasil–Japão, reafirmando laços que atravessam gerações e enriquecem o nosso presente.

Arigatou gozaimashitá 🙏✨

👉 Acompanhe nossas ações e participe dessa construção de futuro!
📸 Daniel | Agência @assembleiasc 

#BrasilJapão #SC #CulturaJaponesa #RespeitoEAmizade #SantaCatarina #DeputadoPepeCollaço",0,"09/29/2025 18:02",https://www.instagram.com/p/DPNQzlcjZW2/,"Carrossel do Instagram",,Total,22816,5542,223,10,1,9,3
18052760240542925,17841401444333135,pepecollaco,"Pepê Collaço","Notícias da semana! 🗞️☕️",0,"09/29/2025 09:51",https://www.instagram.com/p/DPMYpZwDWm5/,"Carrossel do Instagram",,Total,5237,1875,33,12,0,2,0
18092249629773348,17841401444333135,pepecollaco,"Pepê Collaço","PROJETO ASSINADO! 📑🌊

Assinamos o contrato para elaboração do projeto executivo dos molhes da Barra de Laguna. São os 5 milhões da bancada do sul sendo utilizados.

É o primeiro passo de algo esperado há anos e que não se faz da noite pro dia.

Esse projeto vai trazer todos os estudos técnicos: levantamento topográfico, hidrográfico e os valores detalhados pra que, depois, possamos buscar os recursos e viabilizar a obra.

Foi com o trabalho da Bancada do Sul, que destinou R$ 5 milhões, e com muita articulação política que conseguimos avançar até aqui.

Ainda tem um caminho longo e complexo pela frente. Mas seguimos firmes, passo a passo, fazendo a nossa parte.

🚧 Não é promessa. É planejamento. Vamos continuar tentando!

#MolhesDaBarra #Laguna #InfraestruturaSC #PortoDeLaguna #DesenvolvimentoRegional #PepêCollaço #SulDeSantaCatarina #SantaCatarina",65,"09/27/2025 11:00",https://www.instagram.com/reel/DPHWKnsgF2k/,"Reel do Instagram",,Total,29675,21784,490,46,14,24,10
17996208440827539,17841401444333135,pepecollaco,"Pepê Collaço","🌍✨ No Dia Mundial do Turismo, celebramos um dos maiores tesouros de Santa Catarina: nossas águas termais 💦

Elas curam, acolhem e transformam, atraindo visitantes de todo o Brasil em busca de saúde, bem-estar e lazer.

Com a Rota das Águas Termais, unimos cidades como Gravatal, Santo Amaro da Imperatriz, Piratuba, Águas Mornas e São João do Sul em um circuito que valoriza o turismo, gera empregos, movimenta a economia e preserva o meio ambiente. 🌱💼

Santa Catarina no mapa do turismo de saúde e bem-estar! ✅♨️

#DiaMundialDoTurismo #ÁguasTermais #SantaCatarina #TurismoQueTransforma #PepêCollaço",0,"09/27/2025 06:39",https://www.instagram.com/p/DPG5Cj5DF5O/,"Carrossel do Instagram",,Total,5063,1964,37,6,0,2,0
17943495918054730,17841401444333135,pepecollaco,"Pepê Collaço","MAIS UMA OBRA PRA VALER 🚧

A rua 12 de Outubro, em Tubarão, está saindo do papel!
✅ Trabalho conjunto da Bancada do Sul
✅ Compromisso da prefeitura
✅ Mais qualidade de vida para os moradores

É assim que a cidade avança: cada rua pavimentada significa mais dignidade e desenvolvimento para os tubaronenses.

👉 Acompanhe nosso mandato e siga de perto cada conquista!

#Tubarão #ObrasQueTransformam #BancadaDoSul #SantaCatarina #PepêCollaço",38,"09/26/2025 09:59",https://www.instagram.com/reel/DPEqxayjGmo/,"Reel do Instagram",,Total,51609,33164,221,23,0,6,3
18050980193640332,17841401444333135,pepecollaco,"Pepê Collaço","👘✨ Hoje viemos de YUKATA, a roupa tradicional japonesa de verão, para te fazer um convite especial!

🇧🇷🤝🇯🇵 Na segunda-feira, às 19h, na Assembleia Legislativa, vamos celebrar os 130 anos do Tratado de Amizade, Comércio e Navegação entre Brasil e Japão.

🥋🍣 Uma homenagem a esse povo que revolucionou a agricultura, marcou presença nas artes marciais e conquistou nosso paladar com o sushi.

📍Não perca essa noite cultural! Contamos com a tua presença.
#BrasilJapão130anos #Amizade #Cultura",39,"09/25/2025 15:00",https://www.instagram.com/reel/DPCouFjjb2r/,"Reel do Instagram",,Total,20363,18619,405,47,8,23,5
18376767322181812,17841401444333135,pepecollaco,"Pepê Collaço","MAIS UM PASSO DADO PARA A REDRAGAGEM 📑✅ 

Hoje foi assinada a contratação do projeto do Molhes da Barra, um projeto complexo, de grande porte que é demorado, mas que representará um passo importante para a tão sonhada Redragagem, que com certeza impactará todo o desenvolvimento do Sul de Santa Catarina.

Esse projeto é viabilizado por meio de recursos destinados pela bancada do Sul da Alesc ao Governo do Estado, que agora dará andamento aos estudos e etapas necessárias.",0,"09/24/2025 14:55",https://www.instagram.com/p/DPADbfNDbvZ/,"Carrossel do Instagram",,Total,24405,6363,257,23,0,2,6
17980938923912158,17841401444333135,pepecollaco,"Pepê Collaço","Governo Trump aponta que o uso de paracetamol (Tylenol) durante a gravidez pode estar associado a um aumento no risco de autismo.

📊 A evolução dos números já é conhecida por nós em Santa Catarina:
• Há poucas décadas: 1 em cada 20 mil crianças
• Depois: 1 em 10 mil
• Hoje: 1 em 31 crianças e entre meninos, pode chegar a 1 em 12. 

⚠️ A FDA já orienta: gestantes só devem usar paracetamol quando estritamente necessário.

👶 O crescimento nos casos de autismo é considerado um dos maiores alertas de saúde pública da história e preocupa todos os gestores públicos que percebem esse crescimento considerável de autistas nos últimos anos. 

Qual a sua opinião? 

#Saúde #Gestação #Paracetamol #Autismo",117,"09/22/2025 19:19",https://www.instagram.com/reel/DO7XiUKDTmG/,"Reel do Instagram",,Total,17798,14581,182,53,1,8,3
18056067281625456,17841401444333135,pepecollaco,"Pepê Collaço","Notícias da semana! 👀🗞️",0,"09/22/2025 15:40",https://www.instagram.com/p/DO6-_d4jbKq/,"Carrossel do Instagram",,Total,9085,3601,92,11,0,4,0
17973976796925919,17841401316586042,sorattojr,Soratto,"🤝 Esse é o tipo de parceria que Tubarão precisa!",36,"09/19/2025 14:37",https://www.instagram.com/reel/DOzJW6JDhNh/,"Reel do Instagram",,Total,26750,15050,555,2,7,63,0
17962883762968595,17841401444333135,pepecollaco,"Pepê Collaço","🚨 Notícia boa pra Gaspar!
💙 R$ 150 mil já estão garantidos para fortalecer o atendimento em neuropediatria.
🚜 E mais: outros R$ 200 mil destinados à estrada do Sertão Verde, garantindo mais segurança e mobilidade pra nossa gente.

É investimento chegando e transformando a vida da comunidade! ✨

#Gaspar #Investimento #Saúde #Infraestrutura #TrabalhoQueTransforma",57,"09/17/2025 10:31",https://www.instagram.com/reel/DOtg4q-gACe/,"Reel do Instagram",,Total,4462,2988,139,11,3,4,0
17942062581052834,17841401444333135,pepecollaco,"Pepê Collaço","REGULARIZAÇÃO NA BALEIA FRANCA 🏠✅

A Advocacia-Geral da União autorizou a aplicação da Reurb na APA da Baleia Franca.
Isso significa que milhares de famílias que sempre viveram na região deixam de ser tratadas como invasoras e passam a ter o reconhecimento do direito à moradia digna.

📍 Municípios como Laguna, Imbituba, Garopaba e Jaguaruna agora poderão avançar em projetos que unem habitação e proteção ambiental.

👉 Uma conquista histórica para o Sul de Santa Catarina!

#DireitoAMoradia #SulDeSC #Reurb #BaleiaFranca #PepêCollaço",0,"09/15/2025 15:05",https://www.instagram.com/p/DOo5XkVDb2T/,"Carrossel do Instagram",,Total,20982,9712,323,243,43,16,29
18095148865659818,17841401444333135,pepecollaco,"Pepê Collaço","🚧 MAIS UMA RUA ASFALTADA! 🛣️

Hoje é dia de comemorar: a pavimentação da Rua Irineu Menegaz é realidade! 🙌
A emenda foi enviada pelo nosso deputado e a obra foi executada pelo prefeito Soratto. Parceria que dá certo! 💪

Quando a política traz resultado, ela muda a vida das pessoas.
Mais dignidade, mais segurança e um futuro melhor para cada morador de Tubarão. 💙

#AsfaltoÉRealidade #MaisObras #TubarãoEmFrente #ParceriaQueEntrega #DeputadoEmAção #PrefeitoPresente #ObraConcluída",54,"09/14/2025 09:40",https://www.instagram.com/reel/DOluzWuAPl3/,"Reel do Instagram",,Total,48780,39317,138,23,1,9,4
18092490871665886,17841401444333135,pepecollaco,"Pepê Collaço","Faz o café que eu to chegando! ☕️🚀",11,"09/13/2025 08:22",https://www.instagram.com/reel/DOjBG9xDRyZ/,"Reel do Instagram",,Total,11820,7490,149,29,3,14,5
17940237614938408,17841401444333135,pepecollaco,"Pepê Collaço","INCLUSÃO QUE FAZ A DIFERENÇA! 🧩

Uma sala sensorial transforma a experiência de estudantes autistas: ajuda a acalmar, estimular os sentidos e desenvolver habilidades.
Esse espaço é um refúgio seguro, que promove atenção, bem-estar e aprendizado.

Em Brusque já temos esse exemplo, que pode inspirar muitas outras escolas em Santa Catarina. 💙

👉 Inclusão começa com atitudes concretas!
#AutismoÉPrioridade #AbrilAzul #ConhecerParaIncluir #PepêPeloAutismo",60,"09/12/2025 04:50",https://www.instagram.com/reel/DOgD7NZgMO6/,"Reel do Instagram",,Total,8896,11911,201,116,13,17,15
18073340579277890,17841401444333135,pepecollaco,"Pepê Collaço","🎶 PATRIMÔNIO VIVO, ORGULHO CATARINENSE!

Você sabia que a Banda União dos Artistas, de Laguna, é uma das 3 bandas mais antigas do Brasil ainda em atividade? 🎺
São mais de 150 anos de história, cultura e emoção!

Foi aprovada na CCJ a PEC 0006/2025, de nossa autoria, que possibilita ao estado dar suporte técnico, financeiro e administrativo por parte do Estado a essa entidade histórica. ✅

👉 Cultura também é identidade, pertencimento e legado.
E o nosso compromisso é fazer a tradição catarinense seguir viva e cada vez mais forte!

📍 De Laguna para toda Santa Catarina 💙
📜 #PEC0006 #BandaUniãoDosArtistas

🔁 Compartilhe esse orgulho!
#CulturaÉIdentidade #PepêCollaço #SCLevadoASério #LagunaSC #HistóriaViva #BandaDeMúsica #CulturaCatarinense #Alesc #SantaCatarina",140,"09/09/2025 14:41",https://www.instagram.com/reel/DOZY3xQgKiq/,"Reel do Instagram",,Total,22241,16672,334,67,4,16,6
17979608036872429,17841401444333135,pepecollaco,"Pepê Collaço","TER DEPUTADO FAZ DIFERENÇA! 🚀

Tubarão pode contar comigo hoje, amanhã e sempre.
Trabalho com amor, dedicação e compromisso para que a nossa cidade continue crescendo e avançando. 💙

👉 Acompanhe de perto essa jornada e siga junto comigo!

#Tubarão #SantaCatarina #DeputadoPresente #TrabalhoPorSC #PepêCollaço",0,"09/08/2025 10:54",https://www.instagram.com/p/DOWbHnHAB0-/,"Carrossel do Instagram",,Total,28963,7110,170,68,8,43,5
18082583467928391,17841401444333135,pepecollaco,"Pepê Collaço","🇧🇷 ORGULHO DE SER BRASILEIRO

O 7 de Setembro é um momento de união e reflexão.
Em Tubarão, celebramos nossa independência com as famílias, as escolas, as entidades e todos que acreditam em um Brasil mais justo e melhor.

É tempo de reafirmar valores, nosso projeto de educação moral e cívica defende isso, fortalece nossa cidade e renova o compromisso com Santa Catarina. 💙💛💚

👉 Acompanhe nosso mandato e siga de perto essa caminhada.

#SeteDeSetembro #Tubarão #SantaCatarina #PepêCollaço #SCLevadoASério",67,"09/07/2025 09:06",https://www.instagram.com/reel/DOTpn9Wjdfb/,"Reel do Instagram",,Total,5454,8170,120,7,1,10,1
18039129281428278,17841401444333135,pepecollaco,"Pepê Collaço","Deixe sua opinião nos comentários! 👀",0,"09/06/2025 12:13",https://www.instagram.com/p/DORag_fgBkt/,"Imagem do Instagram",,Total,41333,13416,123,21,4,55,3
18092955907708305,17841401444333135,pepecollaco,"Pepê Collaço","AGRO MAIS FORTE EM BRAÇO DO NORTE 🚜🌱

Renovamos a frota de tratores no município com recursos viabilizados pelo nosso mandato com a parceria do prefeito @laurinhoboeing e @dudaschueroff que estão fazendo a diferença em Braço do Norte. 

Investimento direto no campo, que fortalece a agricultura, gera oportunidades e contribui para o desenvolvimento da cidade e da região. 💪

Seguimos juntos, valorizando quem produz e faz Santa Catarina crescer.

👉 Acompanhe nosso trabalho e compartilhe esta conquista!

#AgroSC #DesenvolvimentoRegional #BraçoDoNorte #SantaCatarina #PepêCollaço",53,"09/05/2025 08:56",https://www.instagram.com/reel/DOOeN2DDeiD/,"Reel do Instagram",,Total,64412,43093,392,94,9,22,2
18080387875935565,17841421979835663,radioacbfm87.9,"RÁDIO ACB FM 87.9","Hoje, recebemos o deputado estadual Pepê Collaço! 🙌🎙️
Durante a entrevista na Rádio ACBFM, ele falou sobre os recursos conquistados para o município, apresentou novos projetos para a região da AMUREL e reforçou o compromisso com o desenvolvimento da nossa cidade.

Ao lado de sua equipe e parceiros, o deputado destacou ações que já estão fazendo a diferença e iniciativas que prometem impulsionar ainda mais o crescimento de Braço do Norte. 🚀✨

📌 Quer saber todos os detalhes? A entrevista completa está disponível no nosso canal. Não confira!

#PepeCollaço #BraçoDoNorte #ACBFM #DesenvolvimentoRegional #TrabalhoQueTransforma #MaisPorBraçoDoNorte #RádioACBFM",68,"09/05/2025 07:17",https://www.instagram.com/reel/DOOTPaEjnBP/,"Reel do Instagram",,Total,1450,912,25,3,0,1,0
18102538156526216,17841440058870627,victorjosew,"Victor José Wietcowsky","Deputado Estadual Pepê Collaço convida todos para a Festa Bergamasca 

Na tarde de hoje a administração municipal recebeu a visita do deputado estadual Pepê Collaço.
Eu, o vice-prefeito Kaioran, vereadores e secretários conversamos com ele sobre as demandas da cidade de Botuverá.
Em seguida fomos até o local da Festa Bergamasca pra acompanhar a montagem da estrutura da festa.
Convidamos todos vocês para prestigiarem a nossa Festa Bergamasca neste final de semana.
Botuverá te espera de braços abertos.",62,"09/04/2025 12:12",https://www.instagram.com/reel/DOMPnfvD4lM/,"Reel do Instagram",,Total,10218,4869,299,40,6,12,0
18057291323452552,17841401444333135,pepecollaco,"Pepê Collaço","PROERD PARABÉNS! 👏

Ver a minha Manuzinha nesse programa enche meu coração de orgulho!
O PROERD ensina valores, fortalece a autoestima e mostra que escolher o caminho certo faz toda a diferença. 🌟

É sobre prevenção, respeito e futuro.
É sobre formar cidadãos conscientes e preparados. 🙌

👉 Acompanhe nosso trabalho e compartilhe essa mensagem de esperança.
#PROERD #SantaCatarina #Educação #FuturoMelhor #PepeCollaço",91,"09/03/2025 09:45",https://www.instagram.com/reel/DOJa3OigOz0/,"Reel do Instagram",,Total,35130,26895,556,41,5,12,9
17869226667431954,17841401444333135,pepecollaco,"Pepê Collaço","PROERD: LIÇÕES PARA A VIDA ✨👮‍♂️👧👦

O PROERD vai muito além da sala de aula.
Ensina valores, fortalece a autoestima e mostra para nossas crianças que escolher o caminho certo faz toda a diferença e a minha manuzinha faz parte disso.

É sobre prevenção, respeito e futuro.
É sobre formar cidadãos conscientes e preparados. 🙌

👉 Acompanhe nosso trabalho e compartilhe essa mensagem de esperança.
#PROERD #SantaCatarina #Educação #FuturoMelhor #PepeCollaço",0,"09/02/2025 17:55",https://www.instagram.com/p/DOHulb0DVjZ/,"Imagem do Instagram",,Total,12107,5233,215,4,0,5,2
18021741404753722,17841401444333135,pepecollaco,"Pepê Collaço","Notícias da semana! 🗞️",0,"08/31/2025 08:41",https://www.instagram.com/p/DOBlfbHDTUh/,"Carrossel do Instagram",,Total,10219,3521,71,9,0,6,0
