"ID","DATA_PUBLICACAO","ANO","TITULO","VEICULO","URL","TIPO_DE_VEICULO","PAUTA_PRINCIPAL","SUBPAUTA","MUNICIPIO","REGIAO","RESUMO","ATUACAO_DE_PEPE_COLLACO","RELEVANCIA","PALAVRAS_CHAVE","PROJETO_OU_OBRA_RELACIONADA","VALOR_RECURSO","CITACAO_DE_PEPE","LINK_VALIDADO","OBSERVACOES"
"35","09/04/2025","2025","Projeto de redragagem do Rio Tubarão deve estar atualizado até o fim de 2025","TubaNews","https://tubanews.com.br/geral/projeto-de-redragagem-do-rio-tubarao-deve-estar-atualizado-ate-o-fim-de-2025-64249","Portal de notícias local","INFRAESTRUTURA","Redragagem do Rio Tubarão; UFSC; Defesa Civil","Tubarão; Laguna","Sul de SC / AMUREL","Reunião na Secretaria de Proteção e Defesa Civil aponta que o projeto atualizado de redragagem do Rio Tubarão deve ficar pronto até o fim de 2025.","Coordenador da Frente Parlamentar das Dragagens dos Rios Catarinenses; participou da reunião e avaliou os avanços apresentados.","ALTA","redragagem; Rio Tubarão; UFSC; Frente Parlamentar das Dragagens","Redragagem do Rio Tubarão","","SIM","SIM",""
"36","17/04/2025","2025","Estudantes da Unisul vão até Alesc pedir apoio contra o corte de bolsas","UNITV","https://unitv.com.br/educacao/estudantes-da-unisul-vao-ate-alesc-pedir-apoio-para-manter-bolsas/","Emissora de TV regional","EDUCAÇÃO","Universidade Gratuita; bolsas; Unisul","Tubarão","Sul de SC / AMUREL","Comitiva de estudantes da Unisul vai à Alesc pedir apoio contra o corte de bolsas do Universidade Gratuita. O deputado recebe o grupo e afirma que busca solução junto ao governo estadual.","Recebeu a comitiva e assumiu publicamente o compromisso de buscar solução legislativa que amplie o número de bolsas em universidades particulares.","ALTA","Universidade Gratuita; Unisul; bolsas; Alesc","Programa Universidade Gratuita","","SIM","SIM",""
"37","07/05/2025","2025","Redragagem do rio Tubarão pode não ser incluída no Orçamento da forma como foi anunciada","Agora Laguna","https://agoralaguna.com.br/2025/05/redragagem-do-rio-tubarao-pode-nao-ser-incluida-no-orcamento-da-forma-como-foi-anunciada/","Portal de notícias regional","INFRAESTRUTURA","Redragagem; orçamento estadual; BIRD","Tubarão; Laguna; Armazém","Sul de SC / AMUREL","Reportagem confronta o anúncio da inclusão da redragagem do Rio Tubarão no Orçamento estadual com declaração do governador. O deputado esclarece a diferença entre o financiamento do BIRD e a emenda de R$ 80 milhões que a Bancada do Sul tentou incluir na Assembleia.","Fonte central da matéria: responde à repercussão e explica a tramitação da emenda de R$ 80 milhões e do financiamento do BIRD.","ALTA","redragagem; Rio Tubarão; orçamento; BIRD; Bancada do Sul","Redragagem do Rio Tubarão","R$ 80 milhões (emenda tentada pela Bancada do Sul)","SIM","SIM","Matéria de checagem; registra também o contraponto do governo do Estado."
"38","01/06/2025","2025","Cocal do Sul busca apoio do Estado para transformar 24h em UPA","TN Sul","https://tnsul.com/2025/06/01/cocal-do-sul-busca-apoio-do-estado-para-transformar-24h-em-upa/","Portal de notícias regional","SAÚDE","Exames de imagem; UPA; fila do SUS","Cocal do Sul; Urussanga; Morro da Fumaça","Sul de SC / AMREC","Cocal do Sul busca apoio do Estado para transformar o pronto atendimento 24h em UPA. O município já tem garantidos R$ 600 mil de emenda do deputado para a compra de equipamentos de raio-x e ultrassom.","Autor da emenda de R$ 600 mil destinada à aquisição de equipamentos de raio-x e ultrassom para o município.","MÉDIA","Cocal do Sul; UPA; raio-x; ultrassom; emenda","Equipamentos de raio-x e ultrassom para Cocal do Sul","R$ 600 mil","NÃO","SIM",""
"39","04/06/2025","2025","SC tem mais de 91 mil pessoas com diagnóstico de autismo","SCTodoDia","https://sctd.com.br/regioes/santa-catarina/sc-tem-mais-de-91-mil-pessoas-com-diagnostico-de-autismo","Portal de notícias regional","AUTISMO E INCLUSÃO","Censo TEA; dados; políticas públicas","Santa Catarina; Tubarão; Criciúma; Laguna; Imbituba; Itajaí; Florianópolis; Blumenau","Santa Catarina / Estadual","Divulgação dos dados que apontam mais de 91 mil pessoas com diagnóstico de autismo em Santa Catarina. A reportagem destaca que a falta de dados detalhados dificultava a implementação de políticas públicas.","Coordenador da Frente Parlamentar em Defesa dos Direitos das Pessoas com TEA, é a fonte central que interpreta os dados e defende seu uso para políticas públicas.","ALTA","autismo; TEA; censo; dados; Frente Parlamentar","Censo Estadual do Transtorno do Espectro Autista","","SIM","SIM",""
"40","10/06/2025","2025","Volta da disciplina Educação Moral e Cívica é aprovada na CCJ da Assembleia Legislativa","UNITV","https://unitv.com.br/destaque/volta-da-disciplina-educacao-moral-e-civica-e-aprovada-na-ccj-da-assembleia-legislativa/","Emissora de TV regional","PROJETOS DE LEI","Educação; currículo escolar","Santa Catarina","Santa Catarina / Estadual","A CCJ aprova projeto que propõe o retorno da disciplina Educação Moral e Cívica ao currículo das escolas públicas e privadas de Santa Catarina.","Autor do projeto de lei que é o assunto central da reportagem.","ALTA","Educação Moral e Cívica; currículo; CCJ; projeto de lei","Projeto de lei de retorno da Educação Moral e Cívica","","SIM","SIM",""
"41","24/06/2025","2025","Com presença de alunos da Unisul, CCJ aprova projetos que alteram o Universidade Gratuita e Fumdesc em SC","Hora Certa Notícias","https://hcnoticias.com.br/geral/75944/com-presenca-de-alunos-da-unisul-ccj-aprova-projetos-que-alteram-o-universidade-gratuita-e-fumdesc-em-sc","Portal de notícias regional","EDUCAÇÃO","Universidade Gratuita; Fumdesc; relatoria","Tubarão","Sul de SC / AMUREL","A CCJ aprova, por unanimidade, os projetos que alteram o Universidade Gratuita e o Fumdesc, com presença de alunos da Unisul. O programa envolve cerca de R$ 230 milhões anuais em bolsas.","Relator do PLC 9/2025 e da MP 265/2025; apresentou emenda substitutiva global para reforçar a obrigação do Estado quanto às dívidas dos estudantes.","ALTA","Universidade Gratuita; Fumdesc; Unisul; CCJ; relatoria","PLC 9/2025 e MP 265/2025 (Universidade Gratuita e Fumdesc)","R$ 230 milhões anuais","NÃO","SIM",""
"42","25/06/2025","2025","Mudanças no Universidade Gratuita são discutidas","Diário do Sul","https://diariodosul.com.br/geral/mudancas-no-universidade-gratuita-sao-discutidas-69452","Jornal regional","EDUCAÇÃO","Universidade Gratuita; Fumdesc; emenda","Tubarão; Gravatal","Sul de SC / AMUREL","Reportagem sobre as mudanças discutidas no programa Universidade Gratuita, com destaque para a Emenda Substitutiva Global que busca garantir a conclusão antecipada dos processos seletivos e incluir alunos do Fumdesc no programa.","Autor da Emenda Substitutiva Global ao projeto de lei complementar que altera as regras do Universidade Gratuita.","ALTA","Universidade Gratuita; Fumdesc; emenda substitutiva; bolsas","Emenda Substitutiva Global ao PLC do Universidade Gratuita","","NÃO","SIM",""
"43","10/07/2025","2025","Capivari de Baixo busca segunda vara judicial para acelerar processos","Portal Infosul","https://www.portalinfosul.com.br/capivari-de-baixo-busca-segunda-vara-judicial-para-acelerar-processos/","Portal de notícias regional","SEGURANÇA E JUSTIÇA","Justiça; comarca; Capivari de Baixo","Capivari de Baixo","Sul de SC / AMUREL","Representantes de Capivari de Baixo se reúnem na Alesc com os deputados Pepê Collaço e Júlio Garcia para tratar da criação da segunda vara judicial da comarca.","Recebeu a comitiva e assumiu publicamente o compromisso de apoiar a criação da segunda vara da comarca.","ALTA","comarca; vara judicial; Capivari de Baixo; Alesc","Criação da segunda vara da comarca de Capivari de Baixo","","SIM","SIM",""
"44","15/07/2025","2025","Bancada do Sul pede criação de nova vara na comarca de Capivari de Baixo","TN Sul","https://tnsul.com/2025/07/15/bancada-do-sul-pede-criacao-de-nova-vara-na-comarca-de-capivari-de-baixo/","Portal de notícias regional","SEGURANÇA E JUSTIÇA","Justiça; comarca; Capivari de Baixo","Capivari de Baixo; Braço do Norte; São Ludgero","Sul de SC / AMUREL","A Bancada do Sul leva ao Tribunal de Justiça de Santa Catarina o pedido de criação de uma segunda vara na comarca de Capivari de Baixo, que acumula mais de 12 mil processos.","Solicitante da reunião com o TJSC e principal voz na defesa da criação da nova vara judicial.","ALTA","comarca; vara judicial; Capivari de Baixo; TJSC","Criação da segunda vara da comarca de Capivari de Baixo","","SIM","SIM",""
"45","17/07/2025","2025","Universitários da Unisul voltam à Alesc para pedir mudanças no Universidade Gratuita","UNITV","https://unitv.com.br/destaque/universitarios-da-unisul-voltam-a-alesc-para-pedir-mudancas-no-universidade-gratuita/","Emissora de TV regional","EDUCAÇÃO","Universidade Gratuita; bolsas; Unisul","Tubarão","Sul de SC / AMUREL","Estudantes da Unisul retornam à Alesc para pedir mudanças no programa Universidade Gratuita. Foram recebidos pelo deputado, autor da emenda ao PLC 9/2025 que busca garantir a conclusão antecipada dos processos seletivos e ampliar o limite de bolsas.","Autor da emenda ao projeto de lei complementar e parlamentar que recebeu a comitiva de estudantes.","ALTA","Universidade Gratuita; Unisul; bolsas; Fumdesc","Emenda ao PLC 9/2025 (Universidade Gratuita)","","SIM","SIM",""
"46","10/08/2025","2025","Obra de redragagem do Rio Tubarão é incluída na LDO de 2026","Sul Agora","https://sulagora.com.br/geral/obra-de-redragagem-do-rio-tubarao-e-incluida-na-ldo-de-2026-21952","Portal de notícias regional","INFRAESTRUTURA","Redragagem do Rio Tubarão; LDO; orçamento","Tubarão; Laguna","Sul de SC / AMUREL","A obra de redragagem do Rio Tubarão é incluída como prioridade na Lei de Diretrizes Orçamentárias de 2026 do Estado, a partir de emenda apresentada pela Bancada do Sul.","Autor da emenda, apresentada por meio da Bancada do Sul, que incluiu a redragagem do Rio Tubarão na LDO de 2026.","ALTA","redragagem; Rio Tubarão; LDO; orçamento; Bancada do Sul","Redragagem do Rio Tubarão","R$ 5 milhões (projeto de redragagem no Porto de Laguna)","SIM","SIM",""
"47","18/08/2025","2025","A nova polêmica em programa que oferece universidade gratuita em SC","Portal Tri","https://www.portaltri.com.br/noticias/38205/a-nova-polemica-em-programa-que-oferece-universidade-gratuita-em-sc","Portal de notícias regional","EDUCAÇÃO","Fumdesc; limitador NTE; bolsas","Santa Catarina","Santa Catarina / Estadual","Reportagem sobre a disputa em torno do limitador por grupo educacional (mecanismo NTE) no Fumdesc, programa que deve aplicar cerca de R$ 230 milhões em bolsas. Um artigo que retira a regra do limitador foi incluído por emenda parlamentar.","Autor da emenda incluída na medida provisória do governo estadual que propõe a retirada do mecanismo limitador do Fumdesc.","MÉDIA","Fumdesc; Universidade Gratuita; limitador NTE; bolsas","Emenda que retira o limitador NTE do Fumdesc","R$ 230 milhões","NÃO","SIM","Reprodução de conteúdo publicado originalmente pelo NSC Total."
"48","24/09/2025","2025","Ordem de serviço para dragagem no Porto de Laguna é assinada","SCTodoDia","https://sctd.com.br/geral/ordem-de-servico-para-dragagem-no-porto-de-laguna-e-assinada/","Portal de notícias regional","INFRAESTRUTURA","Dragagem; Porto de Laguna; molhes","Laguna; Tubarão","Sul de SC / AMUREL","Assinatura da ordem de serviço para levantamentos hidrográficos e projetos básicos de dragagem, derrocagem e remodelagem dos molhes de acesso ao Porto de Laguna. O deputado, coordenador da Bancada do Sul quando a emenda foi destinada, cobra agilidade na execução.","Coordenava a Bancada do Sul quando a emenda que custeia os projetos foi destinada; comenta a importância estratégica da obra.","MÉDIA","dragagem; Porto de Laguna; molhes; Bancada do Sul","Projetos de dragagem e remodelagem dos molhes do Porto de Laguna","","SIM","SIM",""
"49","25/09/2025","2025","Governo de SC inicia projetos de dragagem e modernização no Porto de Laguna","Portal AHora","https://portalahora.com.br/noticias/governo-de-sc-inicia-projetos-de-dragagem-e-modernizacao-no-porto-de-laguna/","Portal de notícias regional","INFRAESTRUTURA","Dragagem; Porto de Laguna; molhes","Laguna","Sul de SC / AMUREL","O governo do Estado inicia os projetos de dragagem e modernização do Porto de Laguna. O deputado destaca a integração necessária entre a dragagem do Rio Tubarão e o canal da Barra de Laguna.","Integrante da Bancada do Sul que destinou a emenda; é a principal voz sobre a importância estratégica da obra.","MÉDIA","dragagem; Porto de Laguna; molhes; Rio Tubarão","Projetos de dragagem e remodelagem dos molhes do Porto de Laguna","","SIM","SIM",""
"50","13/10/2025","2025","Rodovia das Águas Termais promete transformar turismo e mobilidade em Pedras Grandes","SCTodoDia","https://sctd.com.br/geral/rodovia-das-aguas-termais-promete-transformar-turismo-e-mobilidade-em-pedras-grandes/","Portal de notícias regional","TURISMO","Rota turística; pavimentação; águas termais","Pedras Grandes; Urussanga; Cocal do Sul; Morro da Fumaça; Treze de Maio","Sul de SC / AMUREL e AMREC","Reportagem sobre a Rodovia das Águas Termais, que ligará Azambuja a Ribeirão d'Areia, com investimento previsto de R$ 35,5 milhões em pavimentação e ciclofaixa. O texto registra que Collaço apresentou na Alesc o projeto que oficializa a Rota Turística das Águas Termais.","Autor do projeto apresentado na Alesc que oficializa a Rota Turística das Águas Termais, base institucional da obra.","MÉDIA","águas termais; rota turística; Pedras Grandes; pavimentação","Rota Turística das Águas Termais; Rodovia das Águas Termais","R$ 35,5 milhões","NÃO","SIM",""
"51","14/10/2025","2025","Pequena cidade aposta em rota de quase R$ 36 milhões para virar novo 'paraíso termal' de SC","ND Mais","https://ndmais.com.br/infraestrutura/pequena-cidade-aposta-em-rota-de-quase-r-36-milhoes-para-virar-novo-paraiso-termal-de-sc/","Portal de notícias estadual","TURISMO","Rota das Águas Termais; investimento; Pedras Grandes","Pedras Grandes; Urussanga; Cocal do Sul; Morro da Fumaça; Treze de Maio","Sul de SC / AMUREL e AMREC","Reportagem estadual sobre o plano de R$ 35,6 milhões para transformar Pedras Grandes em polo termal, com pavimentação da Rodovia das Águas Termais e implantação de resort. O texto registra que o deputado apresentou na Alesc o projeto que cria a Rota Turística das Águas Termais.","Autor do projeto apresentado na Alesc que oficializa a Rota Turística das Águas Termais, incluindo Ribeirão d'Areia no circuito estadual de turismo.","MÉDIA","águas termais; turismo; Pedras Grandes; rota turística","Rota Turística das Águas Termais","R$ 35,6 milhões","NÃO","SIM","Repercussão estadual da pauta de turismo termal."
"52","15/10/2025","2025","Pepê Collaço destina R$ 200 mil em ações voltadas às mulheres no Outubro Rosa","SCTodoDia","https://sctd.com.br/politica/pepe-collaco-destina-r-200-mil-em-acoes-voltadas-as-mulheres-no-outubro-rosa/","Portal de notícias regional","SAÚDE","Saúde da mulher; entidades sociais; Outubro Rosa","Tubarão","Sul de SC / AMUREL","O deputado destinou R$ 200 mil em emendas parlamentares para instituições de apoio às mulheres, sendo R$ 100 mil para a Rede Feminina de Combate ao Câncer e R$ 100 mil para o Clube de Mães de Tubarão, no contexto do Outubro Rosa.","Autor das emendas parlamentares que financiam as duas entidades; é o protagonista da matéria.","ALTA","Outubro Rosa; Rede Feminina; Clube de Mães; saúde da mulher","Emendas para Rede Feminina de Combate ao Câncer e Clube de Mães","R$ 200 mil (R$ 100 mil + R$ 100 mil)","SIM","SIM",""
"53","18/11/2025","2025","Estado paga recursos de emendas para escolas em Barbacena e Barreiros","Agora Laguna","https://agoralaguna.com.br/2025/11/estado-paga-recursos-de-emendas-para-escola-em-barbacena-e-barreiros/","Portal de notícias regional","AUTISMO E INCLUSÃO","Equoterapia; TEA; emenda paga","Laguna; Pescaria Brava","Sul de SC / AMUREL","Portaria estadual autoriza repasses de emendas parlamentares para Laguna e Pescaria Brava. Entre eles, quase R$ 300 mil para custear o atendimento a pessoas com TEA por meio da equoterapia em Laguna, em emenda do deputado.","Autor da emenda de quase R$ 300 mil destinada ao atendimento de pessoas com TEA por equoterapia em Laguna.","MÉDIA","equoterapia; TEA; Laguna; emenda; portaria","Emenda para equoterapia e atendimento a pessoas com TEA em Laguna","Quase R$ 300 mil","NÃO","SIM","Comprova o pagamento efetivo da emenda, não apenas a destinação."
"54","26/11/2025","2025","Água a 34 graus reacende parque termal e muda o futuro de pequeno município do Sul catarinense","Sulinfoco","https://www.sulinfoco.com.br/agua-a-34-graus-reacende-parque-termal-e-muda-o-futuro-de-pequeno-municipio-do-sul-catarinense/","Portal de notícias regional","TURISMO","Águas termais; Rodovia das Águas Termais","Pedras Grandes","Sul de SC / AMUREL","Reportagem sobre a retomada do parque termal de Pedras Grandes e a nova rodovia de acesso, projeto que tem apoio parlamentar estadual e federal.","Formalizou na Alesc a criação da Rota Turística das Águas Termais, base institucional citada como apoio ao projeto.","MÉDIA","águas termais; Pedras Grandes; turismo; rodovia","Rota Turística das Águas Termais","","NÃO","SIM",""
"55","29/01/2026","2026","Investimento de mais de R$ 10 milhões em Laguna alavanca desenvolvimento regional","SCTodoDia","https://sctd.com.br/economia/investimento-de-mais-de-r-10-milhoes-em-laguna-alavanca-desenvolvimento-regional/","Portal de notícias regional","DESENVOLVIMENTO REGIONAL","Emendas; pavimentação; saúde; porto","Laguna","Sul de SC / AMUREL","Reportagem detalha mais de R$ 10 milhões viabilizados pelo deputado para Laguna em três anos, aplicados em pavimentação de ruas, saúde, veículos, entidades sociais e projetos portuários. Cita ainda os R$ 5 milhões para dragagem e remodelagem dos molhes e a instalação da fábrica de baterias de lítio da multinacional Eikto.","Articulou e destinou os recursos, sendo o elemento central da reportagem sobre o investimento em Laguna.","ALTA","Laguna; emendas; dragagem; molhes; Eikto; pavimentação","Dragagem do Porto de Laguna e remodelagem dos molhes; pavimentações","R$ 10 milhões (total Laguna); R$ 5 milhões (dragagem/molhes); R$ 200 milhões (investimento Eikto)","SIM","SIM",""
"56","05/02/2026","2026","Rodrigo Minotto assume coordenação da bancada do Sul na Alesc","SCTodoDia","https://sctd.com.br/politica/rodrigo-minotto-assume-coordenacao-da-bancada-do-sul-na-alesc/","Portal de notícias regional","POLÍTICA E ARTICULAÇÃO","Bancada do Sul; Alesc","Criciúma; Tubarão","Sul de SC","Rodrigo Minotto assume a coordenação da Bancada do Sul. A matéria lista a composição atual do colegiado, do qual Pepê Collaço faz parte.","Aparece como integrante da Bancada do Sul, sem detalhamento de atuação individual.","BAIXA","Bancada do Sul; Alesc; Minotto","","","NÃO","SIM","Valor documental: comprova a participação continuada na Bancada do Sul."
"57","12/02/2026","2026","PP intensifica articulação pela reeleição de Pepê Colaço e fortalece dobradinha no Sul de SC","Eximproviso News","https://eximproviso.net/pp-intensifica-articulacao-pela-reeleicao-de-pepe-colaco-e-fortalece-dobradinha-no-sul-de-sc/","Portal de notícias regional","POLÍTICA E ARTICULAÇÃO","Política partidária; eleições 2026","Tubarão","Sul de SC / AMUREL","Matéria sobre a articulação do Progressistas pela reeleição do deputado e sobre sua presença nos municípios da Amurel e do Sul do estado, com foco em desenvolvimento regional, infraestrutura, saúde e apoio aos municípios.","É o assunto central da matéria, que trata da consolidação de sua atuação parlamentar na região.","MÉDIA","Progressistas; reeleição; Amurel; Sul de SC","","","NÃO","SIM","Conteúdo político-eleitoral."
"58","28/02/2026","2026","Nova Veneza assina ordens de serviço para melhorias em complexo esportivo","TN Sul","https://tnsul.com/2026/02/28/nova-veneza-assina-ordens-de-servico-para-melhorias-em-complexo-esportivo/","Portal de notícias regional","ESPORTE","Esporte; obras; emendas","Nova Veneza","Sul de SC / AMREC","Nova Veneza assina ordens de serviço para melhorias em complexo esportivo, com dois dos três projetos financiados por emendas do deputado: R$ 270 mil para melhorias gerais e R$ 250 mil para revitalização do ginásio Alfredo Bortoluzzi.","Autor das emendas parlamentares que financiam duas das três obras do complexo esportivo.","MÉDIA","Nova Veneza; esporte; ginásio; emenda","Melhorias no complexo esportivo e revitalização do ginásio Alfredo Bortoluzzi","R$ 270 mil e R$ 250 mil","NÃO","SIM",""
"59","02/03/2026","2026","""Hospitais precisam de fôlego"": Pepê Collaço defende implementação de energia solar em hospitais","SCTodoDia","https://sctd.com.br/politica/hospitais-precisam-de-folego-pepe-collaco-defende-implementacao-de-energia-solar-em-hospitais/","Portal de notícias regional","SAÚDE","Hospitais filantrópicos; energia solar; autismo","Tubarão; Criciúma","Sul de SC / AMUREL","Reportagem apresenta as duas frentes estratégicas defendidas pelo deputado na Alesc: instalação de painéis fotovoltaicos em hospitais filantrópicos para reduzir o custo de energia e ampliação das políticas públicas para pessoas com TEA. O texto registra que hospitais gastam de R$ 2 a R$ 3 milhões por ano só com energia elétrica. Também trata da criação de uma plataforma digital com serviços para pessoas com TEA.","Pepê Collaço é o protagonista da reportagem: apresenta e defende o projeto de energia solar para hospitais filantrópicos e coordena a Frente Parlamentar em Defesa da Pessoa com Autismo.","ALTA","energia solar; hospitais filantrópicos; TEA; autismo; Alesc","Projeto de energia fotovoltaica para hospitais filantrópicos (PL 257/2025)","R$ 2 a R$ 3 milhões/ano (custo de energia dos hospitais)","SIM","SIM","Matéria central para a pauta de saúde e para a pauta TEA."
"60","02/03/2026","2026","Pepe Collaço destaca investimentos e defende mais representatividade para a Amurel","SCTodoDia","https://sctd.com.br/politica/pepe-collaco-destaca-investimentos-e-defende-mais-representatividade-para-a-amurel/","Portal de notícias regional","DESENVOLVIMENTO REGIONAL","Balanço de mandato; emendas; AMUREL","Tubarão; Laguna; Capivari de Baixo; Jaguaruna; Imbituba","Sul de SC / AMUREL","Balanço dos três primeiros anos de mandato. O deputado apresenta os valores destinados a Tubarão e aos municípios da Amurel e defende maior representatividade política da região. Cita a coordenação da Bancada do Sul como espaço de articulação de projetos estratégicos.","Balanço da própria atuação parlamentar: destinação de emendas, coordenação da Bancada do Sul e defesa da representatividade da Amurel.","ALTA","Amurel; emendas; balanço de mandato; Bancada do Sul","Emendas parlamentares do mandato","Mais de R$ 20 milhões (Tubarão); mais de R$ 60 milhões (Amurel)","SIM","SIM","Boa fonte para números agregados de emendas por região."
"61","16/03/2026","2026","Desassoreamento do Rio Urussanga: plano de trabalho para os próximos meses é apresentado em reunião promovida em Morro da Fumaça","Morro da Fumaça Notícias","https://www.morrodafumacanoticias.com.br/desassoreamento-rio-urussanga-plano-trabalho-para-proximos-meses-apresentado-reuniao-promovida-morro-fumaca","Portal de notícias municipal","INFRAESTRUTURA","Desassoreamento; Rio Urussanga","Morro da Fumaça; Urussanga; Cocal do Sul; Criciúma; Jaguaruna; Pedras Grandes; Sangão; Treze de Maio; Içara","Sul de SC / AMREC e AMUREL","Reunião em Morro da Fumaça apresenta o plano de trabalho para o desassoreamento do Rio Urussanga, com valores de curto e médio prazo e projeto executivo.","Participou da reunião como deputado estadual, ampliando a pauta de dragagens para além do Rio Tubarão.","BAIXA","desassoreamento; Rio Urussanga; dragagem; AMREC","Desassoreamento do Rio Urussanga","R$ 46 mil (curto prazo); R$ 1,1 milhão (médio prazo); R$ 89 mil (projeto executivo)","NÃO","SIM","Valor documental: mostra a atuação em dragagens fora da bacia do Rio Tubarão."
"62","18/03/2026","2026","Reajuste do mínimo e apoio a hospitais filantrópicos são aprovados em plenário na Alesc","SC Real TV","https://www.screal.tv.br/noticia/11614/noticias/reajuste-do-minimo-e-apoio-a-hospitais-filantropicos-sao-aprovados-em-plenario-na-alesc.html","Emissora / portal estadual","SAÚDE","Energia solar em hospitais; PL 257/2025","Santa Catarina","Santa Catarina / Estadual","O plenário da Alesc aprova por unanimidade o PL 257/2025, que autoriza o uso de até 1% da receita do Fundo Social para financiar sistemas de energia fotovoltaica em hospitais filantrópicos certificados como Cebas-Saúde. Na mesma sessão foi aprovado o reajuste do salário mínimo regional.","Autor do PL 257/2025, aprovado por unanimidade; explica que a medida gera economia relevante para os hospitais filantrópicos.","ALTA","energia solar; hospitais filantrópicos; Fundo Social; PL 257/2025","PL 257/2025 (energia fotovoltaica em hospitais filantrópicos)","Até 1% da receita anual do Fundo Social","SIM","SIM","Mesma matéria reproduzida por JMais e Sul em Destaque; mantida apenas uma versão."
"63","31/03/2026","2026","Cidade de SC celebra aniversário com pacote de investimentos de R$ 18,4 milhões","4oito","https://www.4oito.com.br/noticia/cidade-de-sc-celebra-aniversario-com-pacote-de-investimentos-de-r-18-4-milhoes-86146","Portal de notícias regional","DESENVOLVIMENTO REGIONAL","Pacote de obras; emendas parlamentares","Capivari de Baixo","Sul de SC / AMUREL","Capivari de Baixo anuncia pacote de R$ 18,4 milhões em investimentos no aniversário do município, com R$ 5,1 milhões oriundos de emendas parlamentares, incluindo centro poliesportivo, ginásio, saúde, habitação e parque sensorial.","Citado entre os deputados que destinaram emendas parlamentares ao município.","BAIXA","Capivari de Baixo; emendas; obras; parque sensorial","","R$ 18,4 milhões (total); R$ 5,1 milhões (emendas parlamentares)","NÃO","SIM","Valor documental: comprova a participação em pacote de obras de Capivari de Baixo, sem detalhamento individual."
"64","02/04/2026","2026","Atuação destacada (coluna Arilton Barreiros)","Hora Hiper","https://horahiper.com.br/colunistas/arilton-barreiros/atuacao-destacada-3966","Coluna política (portal regional)","AUTISMO E INCLUSÃO","Moção de cumprimentos; segundo professor; balanço","Tubarão; Braço do Norte; Capivari de Baixo; Sangão","Sul de SC / AMUREL","Coluna registra a Moção de Cumprimentos concedida pela Câmara de Vereadores de Tubarão ao deputado, motivada pelo projeto de lei que garante prioridade ao segundo professor para alunos com TEA, e comenta o balanço de R$ 23 milhões encaminhados a Tubarão.","Homenageado pela Câmara de Tubarão em razão do projeto de lei sobre o segundo professor para alunos com TEA.","MÉDIA","segundo professor; TEA; moção; Câmara de Tubarão","Projeto de lei do segundo professor para alunos com TEA","R$ 23 milhões (Tubarão)","NÃO","SIM","Conteúdo de coluna; principal registro externo do projeto do segundo professor."
"65","02/04/2026","2026","Abril Azul: projetos para autistas recebem mais de R$ 3,5 milhões em 2026","meutudo","https://meutudo.com.br/blog/noticias/2026/04/02/abril-azul-projetos-para-autistas-recebem-mais-de-r35-milhoes-em-2026","Portal de conteúdo","AUTISMO E INCLUSÃO","Abril Azul; emendas; equoterapia","Braço do Norte; Gravatal; Jacinto Machado; Laguna; Lauro Müller; Nova Veneza; Orleans; Pedras Grandes; São Ludgero","Sul de SC / AMUREL, AMREC e AMESC","Matéria de Abril Azul registra mais de R$ 3,5 milhões destinados em 2026 a projetos de atendimento a pessoas com TEA em Santa Catarina, com a lista dos municípios contemplados.","Autor das emendas parlamentares que viabilizaram os recursos para os projetos de TEA nos municípios listados.","MÉDIA","Abril Azul; TEA; autismo; emendas; equoterapia","Emendas para projetos de atendimento a pessoas com TEA","R$ 3,5 milhões","NÃO","SIM","Veículo de conteúdo, não jornalístico regional; útil pela lista de municípios contemplados."
"66","06/04/2026","2026","Pepê Collaço descarta saída do Progressistas e projeta reeleição","SCTodoDia","https://sctd.com.br/politica/pepe-collaco-descarta-saida-do-progressistas-e-projeta-reeleicao/","Portal de notícias regional","POLÍTICA E ARTICULAÇÃO","Política partidária; eleições 2026","Tubarão","Sul de SC / AMUREL","Em entrevista à Rádio Cidade de Tubarão, o deputado afirma que permanecerá no Progressistas para as eleições e nega ter cogitado troca de partido.","É o entrevistado e assunto central da matéria, tratando do próprio futuro político e partidário.","MÉDIA","Progressistas; PP; eleições 2026; reeleição","","","SIM","SIM","Conteúdo político-eleitoral; uso restrito para contexto biográfico."
"67","14/04/2026","2026","Equoterapia auxilia no desenvolvimento de pessoas com TEA no Sul de SC","Notisul","https://www.notisul.com.br/equoterapia-auxilia-no-desenvolvimento-de-pessoas-com-tea-no-sul-de-sc/","Jornal regional (portal)","AUTISMO E INCLUSÃO","Equoterapia; TEA; emendas","Tubarão; Laguna; Santa Rosa do Sul; Jacinto Machado; Pedras Grandes; Orleans; Lauro Müller","Sul de SC / AMUREL, AMREC e AMESC","Reportagem sobre os benefícios da equoterapia para pessoas com TEA no Sul catarinense, com registro de mais de R$ 3,5 milhões em emendas destinadas a projetos voltados ao autismo em diversos municípios.","Coordenador da Frente Parlamentar em Defesa dos Direitos das Pessoas com TEA e autor das emendas que custeiam os programas de equoterapia citados.","ALTA","equoterapia; TEA; autismo; emendas; inclusão","Programas municipais de equoterapia para pessoas com TEA","R$ 3,5 milhões","SIM","SIM",""
